source,labels,records,median_idr,p90_idr,p99_idr,median_mu,p90_mu,exceed_1pct,exceed_2pct,exceed_4pct
recorded,48000,1000,0.0009230767966456085,0.005905020149707312,0.019941231955146355,0.06479496781186284,0.44115388061858335,0.04670833333333333,0.009875,0.0012291666666666666
synthetic,9600,200,0.008043342585879978,0.029875793480467174,0.0829111326418612,0.5713082797782143,2.3537612552575395,0.41083333333333333,0.18666666666666668,0.06114583333333334
