family,rep,seed,N,N_train,N_calib,N_test,alpha,nominal_coverage,model,model_label,q_value_log,rmse_log,mae_log,empirical_coverage,coverage_gap,conditional_coverage_above_1pct,coverage_implied_alpha,w1_abs_residual,calib_abs_mean,calib_abs_std,calib_abs_median,calib_abs_p80,calib_abs_p90,calib_abs_p95,test_abs_mean,test_abs_std,test_abs_median,test_abs_p80,test_abs_p90,test_abs_p95,calib_signed_mean,calib_signed_std,calib_signed_median,calib_signed_p80,calib_signed_p90,calib_signed_p95,test_signed_mean,test_signed_std,test_signed_median,test_signed_p80,test_signed_p90,test_signed_p95,alpha_mean_abs,alpha_std_abs,alpha_p90_abs,q_to_test_p90,q_to_test_p95,q_mean_scaled_log,q_p90_scaled_log,coverage_mean_scaled,coverage_p90_scaled,coverage_gap_mean_scaled,coverage_gap_p90_scaled
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,0,61009773,50,25,25,2992,0.1,0.9,ridge_direct,Ridge direct,0.42537710617784996,0.3085340756117267,0.24726760087400543,0.8355614973262032,-0.0644385026737968,0.8586956521739131,1.18309456526198,0.08099877065529079,0.16633522137697607,0.13581568368752459,0.11742160263525858,0.27334866740609365,0.3567785097017306,0.41482683266808884,0.24726760087400543,0.18456271074044064,0.2100718950990197,0.38932950459879745,0.5010358854025063,0.606538149956586,0.02476783998583375,0.21593311057056613,0.06123087630163582,0.18949907572467883,0.24315206466717265,0.3505952050827911,-0.03365446659887031,0.3067443570566688,-0.032121786202711666,0.23641277873125502,0.3609526551957856,0.4482904946576516,1.4865618888594085,1.3589204554981285,1.4043331416496356,0.8489952887029718,0.7013196222006762,0.6323493944372939,0.5973711679045707,0.9575534759358288,0.946524064171123,0.057553475935828824,0.04652406417112298
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,0,61009773,50,25,25,2992,0.1,0.9,lgbm_direct,LGBM direct,0.9897354825038347,0.5159409109742689,0.4019463799954737,0.929144385026738,0.029144385026737996,1.0,0.9105691273271573,0.0946975484409655,0.4891191663645357,0.3032984784290861,0.43726180757255007,0.7771353297936969,0.9322687359186856,0.9823830695428615,0.4019463799954737,0.3235260642022721,0.3159603945088496,0.6760269960972216,0.8980817764876948,1.047630542907442,-0.01852755281363577,0.5838134842608296,-0.1528385176063396,0.493657934988893,0.6952755096077414,0.9464767498165605,-0.24849093517195037,0.45223404660608235,-0.213383723152067,0.11035109621880032,0.29641185726070396,0.48769860070114096,0.8217759753374847,1.0666920120336687,0.963329286809879,1.102054966948097,0.9447371396380505,0.8133408414607047,0.9534411764908505,0.8713235294117647,0.9184491978609626,-0.028676470588235303,0.018449197860962552
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,0,61009773,50,25,25,2992,0.1,0.9,xgb_direct,XGB direct,0.40563178988227966,0.427979014243116,0.3528678527294554,0.5929144385026738,-0.30708556149732624,1.0,1.9840621802946536,0.21209348391865712,0.14092727982452968,0.14071569280000426,0.12085655374341853,0.1623617339192439,0.25661087369156405,0.38184083139571,0.3528678527294554,0.242218752524357,0.322903857893325,0.5896443506571181,0.6985025973567859,0.7762662077041184,0.06978932169045378,0.18818989392617003,0.049163835842214176,0.15497482424286105,0.25661087369156405,0.38184083139571,0.2747559824793487,0.3281938245190021,0.29721278798507966,0.5865795022819716,0.6975840454629735,0.7762662077041184,2.5039002609630696,1.721334328137918,2.7220303929768694,0.5807162226987229,0.5225421200311868,1.015661544541157,1.1041420604171726,0.9993315508021391,1.0,0.09933155080213907,0.09999999999999998
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,0,61009773,50,25,25,2992,0.1,0.9,scratch_mlp,MLP scratch,0.8551341909915131,1.266942413197575,0.890660536926216,0.6517379679144385,-0.24826203208556152,0.5,1.753639401567984,0.4806412062795737,0.41048986394525827,0.3070801567574046,0.3677098559597147,0.6575561006914818,0.7446549146320963,0.8337932927456977,0.890660536926216,0.9011871741910534,0.5812917316462756,1.4164534637971993,2.2043254364805183,3.027697007402493,-0.17451971256068052,0.4879496773241582,-0.27962277778584,0.06449271087231756,0.37872134987985717,0.6684066587145906,0.5699753778233192,1.1316798081642125,0.26582407847831213,1.4164534637971993,2.2043254364805183,3.027697007402493,2.1697503766986848,2.9346968677725322,2.960197258040774,0.38793463834307607,0.2824371754837997,1.8554277330317606,2.5313658874299927,0.866644385026738,0.919451871657754,-0.033355614973262004,0.019451871657753972
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,0,61009773,100,50,50,2992,0.1,0.9,ridge_direct,Ridge direct,0.43197792639010935,0.827626165350441,0.6678609886633922,0.39438502673796794,-0.5056149732620321,0.5,3.185584202647643,0.4706637682587443,0.19729579849347392,0.1527770095216185,0.16556504332454836,0.3480463835438164,0.3939779788387045,0.45960890998876547,0.6678609886633922,0.48888306505380513,0.5408834877517168,1.1311819155445435,1.3862936315405046,1.5064323920053992,-0.055294602710492115,0.2448284225527356,-0.006631713069808143,0.16469298632877374,0.19672150276837885,0.2823724617187015,-0.6149314687542059,0.5540098743182964,-0.5408834877517168,-0.10872605763951206,0.12040775668064328,0.22134682921063595,3.3850745619678437,3.1999779717158714,3.51870842026949,0.31160637008054226,0.2867556013018612,1.4622774899547768,1.5200043669594316,0.9348262032085561,0.9528743315508021,0.03482620320855612,0.05287433155080212
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,0,61009773,100,50,50,2992,0.1,0.9,lgbm_direct,LGBM direct,0.4003205261502374,0.25858339802414815,0.20178693950827917,0.86798128342246,-0.032018716577540074,1.0,1.0920633846997556,0.027866849309699182,0.17419964908374921,0.13871377837740606,0.13157645734864487,0.25937759450657216,0.3968710124824445,0.4444942258481931,0.20178693950827917,0.16172862085998457,0.156982162964455,0.32542169669908505,0.4377893179942721,0.5162091717254135,-0.06776574763372648,0.2133551299681338,-0.0643906086674344,0.10633465471719507,0.1980915115839837,0.22868008063979597,-0.08076582917347584,0.24568766591003136,-0.05181538327279123,0.14408931327036878,0.2022709120892272,0.2542703648120036,1.1583659356929412,1.1659160521167609,1.1031022781328421,0.9144136453221434,0.7755006072677442,0.46371766085111027,0.44159448437966486,0.9191176470588235,0.9037433155080213,0.01911764705882346,0.0037433155080213165
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,0,61009773,100,50,50,2992,0.1,0.9,xgb_direct,XGB direct,0.3128061785407743,0.23707478121249997,0.18468607465482792,0.8399064171122995,-0.0600935828877005,1.0,1.1709169327873208,0.03187464608806004,0.15281797018706691,0.1202441323129055,0.13627854322278377,0.228442220035973,0.2830059618519485,0.37457357362695604,0.18468607465482792,0.148670417521811,0.15526994987035048,0.2852222474329362,0.37233505665159944,0.4572033629414329,-0.030578283412114597,0.1932212935730278,-0.02176965523047658,0.15251470910608997,0.19000873716414782,0.24008884845052472,-0.06596150921942642,0.22775176773936634,-0.039508415042013745,0.13739305207943683,0.2105211862556999,0.2593495936775216,1.2085363679988077,1.236404759734414,1.3156438621119315,0.8401201362929214,0.6841729608643415,0.37803764290125397,0.4115415288278587,0.9030748663101604,0.9241310160427807,0.003074866310160407,0.024131016042780673
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,0,61009773,100,50,50,2992,0.1,0.9,scratch_mlp,MLP scratch,0.6412816863051298,1.532189809489925,1.099030306915914,0.47225935828877,-0.42774064171123,0.44565217391304346,2.604847495151216,0.7842195821359589,0.31481324177799963,0.23442853130853977,0.24784767347328795,0.5417848583715676,0.6324489835792061,0.7004731437151358,1.099030306915914,1.0677635752441543,0.6918798798547281,1.935987955452984,2.7732373852709364,3.282282362344698,-0.13053880025258544,0.3724225715898956,-0.10855723369356673,0.15341887007358251,0.3432874670038716,0.49437145770926855,0.7186752610785511,1.3534118695111257,0.29006075848232715,1.935987955452984,2.7732373852709364,3.282282362344698,3.4910548892696496,4.554750948120869,4.384918716409992,0.23123937738293496,0.19537675785060438,2.2387495663746093,2.811968068770325,0.8399064171122995,0.9040775401069518,-0.0600935828877005,0.004077540106951827
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,0,61009773,250,125,125,2992,0.1,0.9,ridge_direct,Ridge direct,0.26457617655552745,0.5822277951188248,0.43453524953223843,0.4354946524064171,-0.4645053475935829,0.34782608695652173,2.854843240349967,0.29144844335281855,0.14640235842450758,0.20768645210659234,0.11074114142946101,0.20844625053261634,0.25867488586581794,0.3230770492901979,0.43453524953223843,0.38758035173433064,0.3128790307662779,0.7316404644620478,0.982981766208559,1.198226957026187,0.05661597099329302,0.24800997368378658,0.041057177810536416,0.18908371569027235,0.23036196712713367,0.2715886799475637,-0.398949095683645,0.42413317221546326,-0.3118936808739743,-0.04212548904526767,0.07892352301631993,0.14264662965974603,2.968089136052454,1.866180233727572,3.80006649241728,0.2691567490371865,0.22080639648782763,0.7852856752927571,1.0054070632205383,0.8288770053475936,0.9064171122994652,-0.07112299465240646,0.0064171122994651775
recorded_mdof_event_disjoint_target_conformal_r28_large_budget,0,61009773,250,125,125,2992,0.1,0.9,lgbm_direct,LGBM direct,0.1969585307931463,0.1897624910898223,0.15423157606744858,0.6925133689839572,-0.2074866310160428,0.2826086956521739,1.611795637061737,0.060443251485835715,0.0945485595704799,0.08640703918632851,0.07649104743330115,0.16516673738404483,0.1957272146545103,0.22960441473847773,0.15423157606744858,0.11057355185074805,0.13636558190109493,0.24038700028335702,0.3035843866955391,0.36008608192737407,0.009170001264296346,0.128034884529559,0.01322031532618606,0.09990394493158732,0.14950582689917088,0.1947638401450426,0.032268925516920455,0.18702997277841826,0.048101445488094585,0.18784966358679753,0.25969840888248436,0.31969220610011184,1.6312419434849117,1.2796822214022028,1.5510586365386843,0.6487768786036862,0.5469762389563031,0.3212870165569448,0.30549423022667993,0.9181149732620321,0.9030748663101604,0.01811497326203204,0.003074866310160407
