system_index,gm_id,n_story,T1_s,pattern,yield_drift,alpha_post_yield,idr_dt01,idr_dt005,idr_degrade_pdelta
0,28,3,1.8,uniform,0.01,0.03,0.0037265316799013604,0.0037265234032857835,0.003865823320917026
0,29,3,1.8,uniform,0.01,0.03,0.003684154896405808,0.003684195227317508,0.004064616043618856
0,30,3,1.8,uniform,0.01,0.03,0.0017317247452909648,0.0017317273341404225,0.0019307129567592083
0,31,3,1.8,uniform,0.01,0.03,0.003060842196083741,0.0030610735075441956,0.0031139730529782775
0,32,3,1.8,uniform,0.01,0.03,0.0018637918070055417,0.0018639063681606931,0.0019409593589029964
0,33,3,1.8,uniform,0.01,0.03,0.0013280589566899337,0.0013280579531303645,0.00129054524327562
0,34,3,1.8,uniform,0.01,0.03,0.0015324720867091175,0.0015326070895928876,0.0017305279808198907
0,35,3,1.8,uniform,0.01,0.03,0.003625986327099824,0.0036261040626615177,0.0039038715062460296
0,36,3,1.8,uniform,0.01,0.03,0.001195108728484913,0.0011951279579256585,0.001357019343760814
0,37,3,1.8,uniform,0.01,0.03,0.0025682228742513347,0.002568545487197769,0.002710503434281072
0,38,3,1.8,uniform,0.01,0.03,0.0024240114237575323,0.0024240043734188705,0.0032731898101739116
0,39,3,1.8,uniform,0.01,0.03,0.003672775034872292,0.0036727866730179803,0.00408404132484591
0,40,3,1.8,uniform,0.01,0.03,0.002505195669897917,0.0025051964341115717,0.002438821263858868
0,41,3,1.8,uniform,0.01,0.03,0.003651739387467145,0.003651746131910388,0.0029149187491401304
0,42,3,1.8,uniform,0.01,0.03,0.002958365570303857,0.002958921871134362,0.003310330100363789
0,43,3,1.8,uniform,0.01,0.03,0.0017169937498469781,0.0017172163255994093,0.0022588652896243303
0,44,3,1.8,uniform,0.01,0.03,0.0029605602828290923,0.0029611385244445263,0.003978546019070556
0,45,3,1.8,uniform,0.01,0.03,0.0028760349139773256,0.0028760451293005887,0.0033740946814806772
0,46,3,1.8,uniform,0.01,0.03,0.002106197604221829,0.0021061983417691326,0.0024278507830202455
0,47,3,1.8,uniform,0.01,0.03,0.001142668911154194,0.0011428876346941928,0.0012972998324723354
0,48,3,1.8,uniform,0.01,0.03,0.0025481656286552652,0.0025483823194327334,0.002723117875409195
0,49,3,1.8,uniform,0.01,0.03,0.0015709766163819654,0.0015710633573969759,0.0014952007376228215
0,50,3,1.8,uniform,0.01,0.03,0.002002738353723501,0.0020031655515431713,0.002033131440886078
0,51,3,1.8,uniform,0.01,0.03,0.003051625432225947,0.0030517279423319167,0.003212369796824677
0,52,3,1.8,uniform,0.01,0.03,0.001784156815831376,0.0017847704329655408,0.0015590477146386584
0,53,3,1.8,uniform,0.01,0.03,0.001111097162452702,0.0011111343641202068,0.0012710131763099706
0,54,3,1.8,uniform,0.01,0.03,0.0025479757102658336,0.0025483624788121234,0.00202564627203311
0,55,3,1.8,uniform,0.01,0.03,0.0015459581116219767,0.0015459809168754972,0.00153042733461278
0,56,3,1.8,uniform,0.01,0.03,0.004284735812198104,0.0042856397255084805,0.005024830241302017
0,57,3,1.8,uniform,0.01,0.03,0.0033295738168775176,0.003330047768422972,0.004187508342607324
0,58,3,1.8,uniform,0.01,0.03,0.0022852804383798695,0.0022852862514751043,0.001912194885059096
0,59,3,1.8,uniform,0.01,0.03,0.007867502534819238,0.007867367824412486,0.009196320827115382
0,60,3,1.8,uniform,0.01,0.03,0.004555071785972336,0.004555004358688945,0.004086390155759915
0,61,3,1.8,uniform,0.01,0.03,0.004461046004250066,0.004461209751156851,0.004765777191382637
0,62,3,1.8,uniform,0.01,0.03,0.011890405867749601,0.011891864497308906,0.013148017478622064
0,63,3,1.8,uniform,0.01,0.03,0.00553891763509447,0.005538833431322863,0.006261499732351849
0,64,3,1.8,uniform,0.01,0.03,0.0068978434104762995,0.006897971277459752,0.010385077721670065
0,65,3,1.8,uniform,0.01,0.03,0.0017264828826424313,0.001726460923515801,0.001986542988760636
0,320,3,1.8,uniform,0.01,0.03,0.0015943600662620611,0.0015943622444074019,0.0013383583758422928
0,321,3,1.8,uniform,0.01,0.03,0.0012533559140085295,0.0012537903951712892,0.0011392205602516459
0,322,3,1.8,uniform,0.01,0.03,0.003596387677794615,0.0035974193817140646,0.00378452434190491
0,323,3,1.8,uniform,0.01,0.03,0.011575098343359834,0.011576736047372561,8889463.96778467
0,324,3,1.8,uniform,0.01,0.03,0.010073320321115754,0.010073343374146986,307196.688602098
0,325,3,1.8,uniform,0.01,0.03,0.013344264207354113,0.013345044999897157,12853819.276917098
0,326,3,1.8,uniform,0.01,0.03,0.00607158333367748,0.00607189981261318,0.009579424438871989
0,327,3,1.8,uniform,0.01,0.03,0.012843570679707135,0.012844200447886702,10924624.458766505
0,328,3,1.8,uniform,0.01,0.03,0.007856472462727115,0.007857284077566225,0.05145368809020002
0,329,3,1.8,uniform,0.01,0.03,0.0012066523542839714,0.0012068016416240887,0.0013906307924132647
0,330,3,1.8,uniform,0.01,0.03,0.0021523167194687984,0.0021523181858479237,0.00313710762957901
0,331,3,1.8,uniform,0.01,0.03,0.0008997375742870765,0.0008997372309143319,0.000994124081992046
0,332,3,1.8,uniform,0.01,0.03,0.0039711752236531285,0.003971576840518163,0.004677278541262466
0,333,3,1.8,uniform,0.01,0.03,0.002372824992780389,0.0023728249901046263,0.003126777738159505
0,334,3,1.8,uniform,0.01,0.03,0.0018648043373686697,0.0018650149150813706,0.002883864038509571
0,335,3,1.8,uniform,0.01,0.03,0.001533199140562827,0.001533197331982858,0.0016208430270295369
0,336,3,1.8,uniform,0.01,0.03,0.001825744741777791,0.0018258810679536736,0.0024792531019456636
0,337,3,1.8,uniform,0.01,0.03,0.0033156476444389134,0.0033156551993800795,0.004434468787571939
0,338,3,1.8,uniform,0.01,0.03,0.0029707769346732234,0.002970780620109184,0.00368541543931406
0,339,3,1.8,uniform,0.01,0.03,0.0014589558042524488,0.0014589540594978376,0.0014990556628005965
0,340,3,1.8,uniform,0.01,0.03,0.0015325525371517382,0.0015325522393579481,0.0015922743331081895
0,341,3,1.8,uniform,0.01,0.03,0.0017663448232175085,0.0017663467122228747,0.001317074956211713
0,342,3,1.8,uniform,0.01,0.03,0.0021887885205165605,0.002188971051341838,0.0022816332937278523
0,343,3,1.8,uniform,0.01,0.03,0.002158756338154107,0.002159117345268717,0.0025399525173166173
0,344,3,1.8,uniform,0.01,0.03,0.0013808474978132942,0.001380921743777735,0.0018179311418858198
0,345,3,1.8,uniform,0.01,0.03,0.001588495735951383,0.0015886849425460325,0.0019672320268539416
0,346,3,1.8,uniform,0.01,0.03,0.0013780330119715506,0.001378058167290339,0.0016499599917981615
0,347,3,1.8,uniform,0.01,0.03,0.0029512598259440696,0.00295125581202354,0.0039858832153973
0,348,3,1.8,uniform,0.01,0.03,0.0017219397576738718,0.0017220890731117903,0.002132629956213399
0,349,3,1.8,uniform,0.01,0.03,0.0033281993869838326,0.0033282077471513635,0.004015231053218775
0,350,3,1.8,uniform,0.01,0.03,0.0018600760373967738,0.001860161476902335,0.0024735452422763207
0,351,3,1.8,uniform,0.01,0.03,0.0019264628708955376,0.0019266948309711316,0.002201116122582208
0,352,3,1.8,uniform,0.01,0.03,0.002106071360042681,0.0021064187136695437,0.0019745813365817312
0,353,3,1.8,uniform,0.01,0.03,0.0014887057652844841,0.0014888125751440027,0.0017430673643087779
0,354,3,1.8,uniform,0.01,0.03,0.0011395026157091025,0.0011396823331510317,0.0014887948325709175
0,355,3,1.8,uniform,0.01,0.03,0.001341155604234685,0.001341155995955776,0.0013524042805346985
0,356,3,1.8,uniform,0.01,0.03,0.002322946404474479,0.002322951069478596,0.0021463334093203526
0,357,3,1.8,uniform,0.01,0.03,0.0019482226154206332,0.0019482233020352699,0.0023948764312915843
0,358,3,1.8,uniform,0.01,0.03,0.0005293824040344974,0.0005294053627685778,0.0005932004278267938
0,359,3,1.8,uniform,0.01,0.03,0.0010042716658065075,0.0010042721805813986,0.0011157142319509646
0,360,3,1.8,uniform,0.01,0.03,0.0009187886533980372,0.0009189261133985649,0.0009571708739791771
0,361,3,1.8,uniform,0.01,0.03,0.0007365574980031046,0.0007365674481407394,0.0008612894598180601
0,362,3,1.8,uniform,0.01,0.03,0.0005951666682516111,0.0005951947116143794,0.0008470533509905309
0,363,3,1.8,uniform,0.01,0.03,0.0008040865533771876,0.0008041558898760817,0.0009651137143528942
0,364,3,1.8,uniform,0.01,0.03,0.0008209288481920074,0.0008209287038287112,0.0010514567603697822
0,365,3,1.8,uniform,0.01,0.03,0.0014555350641425877,0.001455535254519691,0.0014998738908921407
0,366,3,1.8,uniform,0.01,0.03,0.0032661470020811825,0.003266152570246636,0.003647337792919611
0,367,3,1.8,uniform,0.01,0.03,0.0024372117924012044,0.0024372134862170763,0.003266967812727086
0,368,3,1.8,uniform,0.01,0.03,0.0018027860330541246,0.001802902258518895,0.0025025698810382645
0,369,3,1.8,uniform,0.01,0.03,0.003148158073113958,0.003148158265879561,0.004675238444384828
0,370,3,1.8,uniform,0.01,0.03,0.0027794072210163517,0.00277940264791739,0.0033280738544150365
0,371,3,1.8,uniform,0.01,0.03,0.0014032807622905048,0.0014034765121447152,0.0022585328498858116
0,372,3,1.8,uniform,0.01,0.03,0.002267632532341589,0.002267633789464914,0.002285442499342651
0,373,3,1.8,uniform,0.01,0.03,0.0016827742892693513,0.0016831026174489777,0.0017994206796831944
0,374,3,1.8,uniform,0.01,0.03,0.002082967008084926,0.002082964732153803,0.002299588790801193
0,375,3,1.8,uniform,0.01,0.03,0.000889863638394766,0.0008900829342039614,0.0009710574013728768
0,376,3,1.8,uniform,0.01,0.03,0.0013458796125251004,0.001345878002835293,0.0013994955527519622
0,377,3,1.8,uniform,0.01,0.03,0.0021837273825090248,0.0021837268911646594,0.0022648217659815887
0,378,3,1.8,uniform,0.01,0.03,0.002358484043898101,0.0023584803312941232,0.0028966829642472105
0,379,3,1.8,uniform,0.01,0.03,0.002131030371584319,0.0021311107100126705,0.0028345763849260117
0,482,3,1.8,uniform,0.01,0.03,0.0007639424540810086,0.0007639420606611819,0.0007521147987643141
0,483,3,1.8,uniform,0.01,0.03,0.0006775964827858711,0.0006776598995321785,0.0005255515282020685
0,652,3,1.8,uniform,0.01,0.03,0.0003080326118907577,0.000308270205746078,0.00032484170663806596
0,653,3,1.8,uniform,0.01,0.03,0.000189816806620086,0.000189905706924511,0.0001758889321804741
0,654,3,1.8,uniform,0.01,0.03,0.0002362392172770125,0.0002362397042830217,0.0002696001198735315
0,655,3,1.8,uniform,0.01,0.03,0.000771284162233216,0.0007716828139228875,0.0007247778575756956
0,656,3,1.8,uniform,0.01,0.03,0.00035261485199660365,0.00035282859236224917,0.00032903888139961364
0,657,3,1.8,uniform,0.01,0.03,0.00048492741580163706,0.00048501935500468656,0.000517348618445877
0,658,3,1.8,uniform,0.01,0.03,0.002114741265515719,0.00211637931243026,0.002217168182136028
0,659,3,1.8,uniform,0.01,0.03,0.0005794277826020154,0.0005801138662878453,0.0006075720820200061
0,660,3,1.8,uniform,0.01,0.03,0.002002264872307897,0.0020033910578876025,0.0022472206537686437
0,661,3,1.8,uniform,0.01,0.03,0.0008527851522439731,0.0008527866561491734,0.0007605049536384536
0,662,3,1.8,uniform,0.01,0.03,0.000429609476596794,0.0004297626103068521,0.00042599294537940435
0,663,3,1.8,uniform,0.01,0.03,0.0014915991419052219,0.001491594362243192,0.0014130668249521883
0,664,3,1.8,uniform,0.01,0.03,0.003168350111461063,0.003168364037726437,0.0038264470680090426
0,665,3,1.8,uniform,0.01,0.03,0.0007746509296306122,0.0007746503649766578,0.0006383686410061109
0,666,3,1.8,uniform,0.01,0.03,0.0054410008677562545,0.005441131281268771,0.005460571157603335
0,667,3,1.8,uniform,0.01,0.03,0.007313608372180646,0.0073133154080499176,0.010680726670302529
0,668,3,1.8,uniform,0.01,0.03,0.0009619113832463028,0.0009619105888816613,0.0008430310067551607
0,669,3,1.8,uniform,0.01,0.03,0.003218042274734083,0.003218033877273922,0.0030005697903346513
0,670,3,1.8,uniform,0.01,0.03,0.0060715430882881715,0.00607454239705101,0.006168080311682545
0,671,3,1.8,uniform,0.01,0.03,0.001219647400731933,0.0012197680349781512,0.0011953240440892552
0,672,3,1.8,uniform,0.01,0.03,0.0049601242215811915,0.00496006670719349,0.005377136135791326
0,673,3,1.8,uniform,0.01,0.03,0.007189160273271422,0.007199986816781707,0.00705655141901657
0,674,3,1.8,uniform,0.01,0.03,0.0010414861010309767,0.0010414841074141167,0.0010993329750358946
0,675,3,1.8,uniform,0.01,0.03,0.012217518731300725,0.012217243606519441,0.012250189893258276
0,676,3,1.8,uniform,0.01,0.03,0.005785689286751168,0.00578566225528451,0.005654685726515833
0,677,3,1.8,uniform,0.01,0.03,0.001061261450179603,0.0010612615403465854,0.0012486943647547855
0,678,3,1.8,uniform,0.01,0.03,0.008666926964110401,0.008667596531989218,0.008011295785569033
0,679,3,1.8,uniform,0.01,0.03,0.004499964226675488,0.0044998552878879215,0.004317643829786432
0,680,3,1.8,uniform,0.01,0.03,0.0009814348793393596,0.0009814346918568426,0.0011128133421282403
0,681,3,1.8,uniform,0.01,0.03,0.01162758871552768,0.011628720903431275,0.014912678018039555
0,682,3,1.8,uniform,0.01,0.03,0.003842882577412308,0.003844382742244004,0.004534180706122825
0,683,3,1.8,uniform,0.01,0.03,0.0006650850406657711,0.0006650850106657033,0.0010121965271941266
0,684,3,1.8,uniform,0.01,0.03,0.009761823894439005,0.009766485219817878,0.008869515667798354
0,685,3,1.8,uniform,0.01,0.03,0.006565421523270076,0.006565585125398627,0.006812054246212112
0,686,3,1.8,uniform,0.01,0.03,0.0011929884860326677,0.001193642230593638,0.0010690717493122522
0,833,3,1.8,uniform,0.01,0.03,0.0006183468146122346,0.0006183467336355761,0.0005695525974221034
0,834,3,1.8,uniform,0.01,0.03,0.0004169767118719978,0.00041715073193740443,0.0004403721979316249
0,835,3,1.8,uniform,0.01,0.03,0.00019014314625889487,0.00019014244625998708,0.00019326812259614203
0,836,3,1.8,uniform,0.01,0.03,0.0004320874688085864,0.0004320883966654038,0.000359523213513746
0,837,3,1.8,uniform,0.01,0.03,0.0001427776355365702,0.0001427777485817597,0.00014380050748341822
0,838,3,1.8,uniform,0.01,0.03,0.0006036772400640748,0.0006038879567181418,0.0005033398278653228
0,839,3,1.8,uniform,0.01,0.03,0.0009069256029967235,0.0009072105262710304,0.0009248269233170834
0,840,3,1.8,uniform,0.01,0.03,0.00025005224543763377,0.00025015116137255984,0.0002503426038019589
0,841,3,1.8,uniform,0.01,0.03,0.00034680528666678113,0.0003473807989077288,0.00034124436431644435
0,842,3,1.8,uniform,0.01,0.03,0.00023960499855533223,0.00023968152579851315,0.0002667022738984753
0,843,3,1.8,uniform,0.01,0.03,0.0001305164864888337,0.00013051656155292697,0.00015433205950283292
0,873,3,1.8,uniform,0.01,0.03,0.0006234967399384206,0.0006234969720440518,0.0006264196745411819
0,874,3,1.8,uniform,0.01,0.03,0.0007083322800322062,0.0007083320745717458,0.0008723885130339052
0,875,3,1.8,uniform,0.01,0.03,0.00023991858097687275,0.00023994116764351804,0.000205293030916761
0,876,3,1.8,uniform,0.01,0.03,0.00019390273629060574,0.00019390263775653132,0.0002311148864071685
0,877,3,1.8,uniform,0.01,0.03,0.0005473001492666197,0.0005474483504332991,0.0005997848706890493
0,878,3,1.8,uniform,0.01,0.03,0.0007916475687961237,0.0007917324490957519,0.0007135511961891041
0,879,3,1.8,uniform,0.01,0.03,0.000296029993219381,0.0002961144425071211,0.0002634324501337351
0,880,3,1.8,uniform,0.01,0.03,0.000318353275820461,0.0003183536055417018,0.0003292359438276859
0,881,3,1.8,uniform,0.01,0.03,0.0008017803444930477,0.0008017804964695136,0.0008696976037058059
0,882,3,1.8,uniform,0.01,0.03,0.00019620690065394396,0.00019620682249557218,0.00020712614414205752
0,883,3,1.8,uniform,0.01,0.03,0.00037258972451477277,0.0003727619612175858,0.00039454159104675607
0,884,3,1.8,uniform,0.01,0.03,0.00042560716271335407,0.00042560732886163887,0.0004727479035473219
0,885,3,1.8,uniform,0.01,0.03,0.000312971435101997,0.00031299998632201246,0.0003383944458762568
0,886,3,1.8,uniform,0.01,0.03,0.0006459006088608242,0.0006458995313545288,0.000623126741622993
0,887,3,1.8,uniform,0.01,0.03,0.00024078233712866219,0.00024078515928492575,0.0002489410260210116
0,941,3,1.8,uniform,0.01,0.03,0.00026994332260310783,0.00026999841817039813,0.00026343625417827384
0,942,3,1.8,uniform,0.01,0.03,0.00043403283243091494,0.0004341701716228535,0.00039749868478102386
0,943,3,1.8,uniform,0.01,0.03,0.00050693423008985,0.0005069339839849669,0.0006015450598286878
0,944,3,1.8,uniform,0.01,0.03,0.0002997296754690216,0.00029972962398708644,0.0003403905638929457
1,6,3,1.8,uniform,0.01,0.08,0.0010702099599467396,0.0010702100685117274,0.0012377189357883145
1,7,3,1.8,uniform,0.01,0.08,0.0007827151818232281,0.0007827152100066986,0.0010678000352548386
1,8,3,1.8,uniform,0.01,0.08,0.004170614388128882,0.004172563693655119,0.0033011890782487442
1,9,3,1.8,uniform,0.01,0.08,0.0029571698255285144,0.0029579094187159936,0.004085976695935941
1,10,3,1.8,uniform,0.01,0.08,0.004220223104452849,0.004220292077579675,0.004740255566053302
1,11,3,1.8,uniform,0.01,0.08,0.0027074199508860994,0.0027074246044373937,0.002432825168305914
1,12,3,1.8,uniform,0.01,0.08,0.0022434688147418154,0.002243869060815301,0.002090184519935356
1,13,3,1.8,uniform,0.01,0.08,0.0011833817106994403,0.0011836073491971408,0.0011310750432490322
1,14,3,1.8,uniform,0.01,0.08,0.0024720180860090557,0.0024720305337099574,0.002681476690380676
1,15,3,1.8,uniform,0.01,0.08,0.002510685040927343,0.0025106782119288353,0.002582276763667141
1,16,3,1.8,uniform,0.01,0.08,0.0023151528139452476,0.002315259415747158,0.0018663529110300489
1,17,3,1.8,uniform,0.01,0.08,0.0017156788336728315,0.001716024047260222,0.0016894211240064308
1,18,3,1.8,uniform,0.01,0.08,0.0024548497423223267,0.0024548593716387374,0.002561760819863216
1,19,3,1.8,uniform,0.01,0.08,0.0019915573258088098,0.0019916984776918475,0.002082164204818509
1,20,3,1.8,uniform,0.01,0.08,0.003422373352099764,0.0034223686099619384,0.004547179906482846
1,21,3,1.8,uniform,0.01,0.08,0.001885786877127442,0.0018857901401714942,0.00215172256550069
1,22,3,1.8,uniform,0.01,0.08,0.002692147048997187,0.0026921405848159574,0.0021453622091411697
1,23,3,1.8,uniform,0.01,0.08,0.002582598533709284,0.0025825982005347114,0.002784018568613458
1,24,3,1.8,uniform,0.01,0.08,0.0013587554503036588,0.0013587549244240132,0.0013557622249011768
1,25,3,1.8,uniform,0.01,0.08,0.002205334168394584,0.002205337814858726,0.0019867580959147912
1,26,3,1.8,uniform,0.01,0.08,0.00240091374620678,0.00240096471038862,0.003255434441217233
1,27,3,1.8,uniform,0.01,0.08,0.0021170760697290267,0.002117356897647311,0.0030188262837370287
1,28,3,1.8,uniform,0.01,0.08,0.0037272184447938866,0.0037272290751528075,0.003865922996894359
1,29,3,1.8,uniform,0.01,0.08,0.0036890703206585566,0.0036893955332524143,0.004074899367905854
1,30,3,1.8,uniform,0.01,0.08,0.001732164594646241,0.0017321668537294565,0.0019320167406976835
1,31,3,1.8,uniform,0.01,0.08,0.0030644435880720316,0.0030647934683994127,0.003118563757213298
1,32,3,1.8,uniform,0.01,0.08,0.0018651524373412122,0.001865295415161867,0.0019396156665077572
1,33,3,1.8,uniform,0.01,0.08,0.0013282985324186167,0.0013282976150194457,0.0012907217038946861
1,34,3,1.8,uniform,0.01,0.08,0.0015324613849748874,0.0015325825363987902,0.0017313329532838444
1,35,3,1.8,uniform,0.01,0.08,0.0036304963275546943,0.003630736206981598,0.003906634834173707
1,36,3,1.8,uniform,0.01,0.08,0.0011953793289732634,0.0011953944264997023,0.0013569651931562565
1,37,3,1.8,uniform,0.01,0.08,0.0025710227511573096,0.0025712546248215203,0.0027185342143891335
1,38,3,1.8,uniform,0.01,0.08,0.0024232296834003028,0.002423224852491803,0.0032795391948617163
1,39,3,1.8,uniform,0.01,0.08,0.0036747869599044265,0.003674799649343051,0.004100681555505382
1,40,3,1.8,uniform,0.01,0.08,0.0025069858910144846,0.0025069850381899033,0.0024404510289308926
1,41,3,1.8,uniform,0.01,0.08,0.003657007459529037,0.003657013226942325,0.002921507209228184
1,42,3,1.8,uniform,0.01,0.08,0.002958160905196706,0.0029588229051206237,0.0033224623234836843
1,43,3,1.8,uniform,0.01,0.08,0.001717617814782959,0.001717870189206515,0.002261311300691077
1,44,3,1.8,uniform,0.01,0.08,0.0029600979407492078,0.0029605784537106417,0.003983412272363197
1,45,3,1.8,uniform,0.01,0.08,0.002878438033485166,0.002878445192974292,0.0033766250549979136
1,46,3,1.8,uniform,0.01,0.08,0.0021077051323828678,0.002107705625722688,0.0024277374882598264
1,47,3,1.8,uniform,0.01,0.08,0.0011426142559367942,0.0011428281420242407,0.0012971221629459356
1,48,3,1.8,uniform,0.01,0.08,0.002550830589892341,0.0025511275562128156,0.002726853280887729
1,49,3,1.8,uniform,0.01,0.08,0.0015717819855423601,0.0015718498216372413,0.001495674455724715
1,50,3,1.8,uniform,0.01,0.08,0.002002649600148208,0.002003031324294439,0.0020336270032257444
1,51,3,1.8,uniform,0.01,0.08,0.003062965931926504,0.0030633020137497725,0.003216732935292724
1,52,3,1.8,uniform,0.01,0.08,0.001785168611934052,0.0017857499121644773,0.0015596391502147302
1,53,3,1.8,uniform,0.01,0.08,0.0011108756369359143,0.0011109107405041427,0.0012708361325068343
1,54,3,1.8,uniform,0.01,0.08,0.002550284352527628,0.0025506953955254344,0.0020263648630008736
1,55,3,1.8,uniform,0.01,0.08,0.0015467623271018657,0.001546768490912639,0.0015309236673604878
1,56,3,1.8,uniform,0.01,0.08,0.004284839768815764,0.004285638641274985,0.005051584938254781
1,57,3,1.8,uniform,0.01,0.08,0.003341250565345137,0.003341607571988016,0.0041889508083012015
1,58,3,1.8,uniform,0.01,0.08,0.0022864125499237635,0.002286417473537254,0.00191152623036367
1,59,3,1.8,uniform,0.01,0.08,0.0077608943804206194,0.007762076271530731,0.009210811663804521
1,60,3,1.8,uniform,0.01,0.08,0.0045656654807010545,0.004565624033032301,0.004096881952102222
1,61,3,1.8,uniform,0.01,0.08,0.004468537794260252,0.004468659660445975,0.0047814337621989965
1,62,3,1.8,uniform,0.01,0.08,0.011886699939370695,0.011886984491330223,0.0131825044545228
1,63,3,1.8,uniform,0.01,0.08,0.005552398450766236,0.005552376934525945,0.006269182310591716
1,64,3,1.8,uniform,0.01,0.08,0.006973745670831174,0.006974059395208349,0.010329473149492804
1,65,3,1.8,uniform,0.01,0.08,0.0017277928803300783,0.0017277720465548858,0.0019861423018962747
1,320,3,1.8,uniform,0.01,0.08,0.0015946642560287323,0.0015946661915192594,0.001338733902299596
1,321,3,1.8,uniform,0.01,0.08,0.0012536360482090386,0.001254060322403748,0.001139592551648053
1,322,3,1.8,uniform,0.01,0.08,0.003606477113578022,0.0036071873156953756,0.0037948592002144802
1,323,3,1.8,uniform,0.01,0.08,0.011719313109664958,0.011721240336228997,0.0752244033165365
1,324,3,1.8,uniform,0.01,0.08,0.010150244465271694,0.010150364681588944,0.020694085994965434
1,325,3,1.8,uniform,0.01,0.08,0.01338771089827375,0.01338802483887007,3621021.534882583
1,326,3,1.8,uniform,0.01,0.08,0.006065481292985018,0.006065497352090552,0.009698085274749397
1,327,3,1.8,uniform,0.01,0.08,0.012955867533691242,0.012955908358575156,658406.6547840405
1,328,3,1.8,uniform,0.01,0.08,0.00783044250011785,0.0078302967672744,0.0133470135316345
1,329,3,1.8,uniform,0.01,0.08,0.0012070442998709156,0.0012071815399875886,0.0013913648805065472
1,330,3,1.8,uniform,0.01,0.08,0.002152810457117948,0.0021528121404337168,0.0031383589670817436
1,331,3,1.8,uniform,0.01,0.08,0.000899862114794516,0.0008998617877151384,0.0009943756600608326
1,332,3,1.8,uniform,0.01,0.08,0.003974820490906768,0.003974895172522964,0.004674013648016012
1,333,3,1.8,uniform,0.01,0.08,0.002376053262082737,0.0023760530257364407,0.003123817293171942
1,334,3,1.8,uniform,0.01,0.08,0.0018644557746959466,0.001864638479554092,0.0028850838863302974
1,335,3,1.8,uniform,0.01,0.08,0.0015336670066396132,0.0015336652855927467,0.0016209555068704034
1,336,3,1.8,uniform,0.01,0.08,0.001826391869662365,0.001826505301190152,0.0024778038145822807
1,337,3,1.8,uniform,0.01,0.08,0.0033168076026400986,0.0033168162022057996,0.004441945839244377
1,338,3,1.8,uniform,0.01,0.08,0.0029738239712636468,0.0029739096812790495,0.003692052430087921
1,339,3,1.8,uniform,0.01,0.08,0.0014590000297509623,0.0014589983452832642,0.0014989711755811614
1,340,3,1.8,uniform,0.01,0.08,0.0015335339423204477,0.0015335337306692203,0.001592564572361621
1,341,3,1.8,uniform,0.01,0.08,0.0017680171565071356,0.001768018817270025,0.001317623846490707
1,342,3,1.8,uniform,0.01,0.08,0.0021898625741393826,0.002190083267151329,0.0022846005978279424
1,343,3,1.8,uniform,0.01,0.08,0.002160738311035275,0.002161154134843746,0.0025427381916369196
1,344,3,1.8,uniform,0.01,0.08,0.0013806260108088506,0.001380685784840197,0.0018189824507150512
1,345,3,1.8,uniform,0.01,0.08,0.0015883482828817292,0.0015885590570192158,0.0019671481154880078
