protocol,model,model_label,threshold_idr,cost_ratio_false_safe,event_count,true_exceed_rate,false_safe_rate,false_unsafe_rate,expected_loss,beta_false_safe_cons,false_safe_ci95_hi,false_unsafe_rate_rel,eligible,fallback_workload
event-disjoint target,hgb_direct,HGB direct,0.0075,50,8,0.0354959239130434,0.0012516983695652,0.034455955615942,0.0970408740942029,2.794843663109144,0.0025962409420289,0.034455955615942,True,0.0687001811594202
event-disjoint target,hgb_direct,HGB direct,0.0075,100,8,0.0354959239130434,0.0012516983695652,0.034455955615942,0.1596257925724637,2.794843663109144,0.0025962409420289,0.034455955615942,True,0.0687001811594202
event-disjoint target,hgb_direct,HGB direct,0.01,1,8,0.0178442028985507,0.003286911231884,0.019440670289855,0.0227275815217391,2.4312134366264053,0.0075241734601449,0.019440670289855,False,0.0339979619565217
event-disjoint target,hgb_direct,HGB direct,0.01,2,8,0.0178442028985507,0.003286911231884,0.019440670289855,0.0260144927536231,2.4312134366264053,0.0075241734601449,0.019440670289855,False,0.0339979619565217
event-disjoint target,hgb_direct,HGB direct,0.01,5,8,0.0178442028985507,0.003286911231884,0.019440670289855,0.0358752264492753,2.4312134366264053,0.0075241734601449,0.019440670289855,False,0.0339979619565217
event-disjoint target,hgb_direct,HGB direct,0.01,10,8,0.0178442028985507,0.003286911231884,0.019440670289855,0.0523097826086956,2.4312134366264053,0.0075241734601449,0.019440670289855,False,0.0339979619565217
event-disjoint target,hgb_direct,HGB direct,0.01,25,8,0.0178442028985507,0.003286911231884,0.019440670289855,0.1016134510869565,2.4312134366264053,0.0075241734601449,0.019440670289855,False,0.0339979619565217
event-disjoint target,hgb_direct,HGB direct,0.01,50,8,0.0178442028985507,0.003286911231884,0.019440670289855,0.1837862318840579,2.4312134366264053,0.0075241734601449,0.019440670289855,False,0.0339979619565217
event-disjoint target,hgb_direct,HGB direct,0.01,100,8,0.0178442028985507,0.003286911231884,0.019440670289855,0.3481317934782609,2.4312134366264053,0.0075241734601449,0.019440670289855,False,0.0339979619565217
event-disjoint target,hgb_direct,HGB direct,0.015,1,8,0.0029211956521739,0.0011328125,0.0152485280797101,0.0163813405797101,2.7526526308336816,0.0029557291666666,0.0152485280797101,True,0.017036911231884
event-disjoint target,hgb_direct,HGB direct,0.015,2,8,0.0029211956521739,0.0011328125,0.0152485280797101,0.0175141530797101,2.7526526308336816,0.0029557291666666,0.0152485280797101,True,0.017036911231884
event-disjoint target,hgb_direct,HGB direct,0.015,5,8,0.0029211956521739,0.0011328125,0.0152485280797101,0.0209125905797101,2.7526526308336816,0.0029557291666666,0.0152485280797101,True,0.017036911231884
