q_log10,rmse_log,coverage_event_equal,p_false_safe,p_false_safe_u95,beta_fs_cons,p_false_unsafe,conditional_miss_event_mean,conditional_miss_pooled,n_unsafe_rows,n_events_with_unsafe,n_test_rows,n_test_events,model,N,rep,subset
0.1256243677588204,0.16416418516843992,0.5987133563899869,0.003125,0.00625,2.4977054744123723,0.016304347826086956,0.8333333333333333,0.75,16,2,1496,8,lgbm_direct,2000,0,6-story
0.1201903883689987,0.1576080575921584,0.5225039113965744,0.006046195652173913,0.012092391304347826,2.254181015425289,0.010869565217391304,0.42121002990568207,0.43478260869565216,92,3,2992,8,lgbm_direct,2000,1,all
0.1201903883689987,0.15689818600992853,0.5398838932806325,0.008967391304347826,0.0171875,2.1156451358343746,0.005434782608695652,0.36694677871148457,0.3684210526315789,76,3,1496,8,lgbm_direct,2000,1,3-story
0.1201903883689987,0.15831474619485103,0.5051239295125165,0.003125,0.006302083333333286,2.49476192039235,0.016304347826086956,0.8333333333333333,0.75,16,2,1496,8,lgbm_direct,2000,1,6-story
0.1218818988019556,0.15768568746609413,0.5436280261857708,0.00396286231884058,0.0076086956521739125,2.4271636164421047,0.012228260869565218,0.2601794340924775,0.2608695652173913,92,3,2992,8,lgbm_direct,2000,2,all
0.1218818988019556,0.1590878185552123,0.5775249094202899,0.004800724637681159,0.00960711050724637,2.3413485258770623,0.008152173913043478,0.15406162464985992,0.15789473684210525,76,3,1496,8,lgbm_direct,2000,2,3-story
0.1218818988019556,0.15627097635406673,0.5097311429512517,0.003125,0.00625,2.4977054744123723,0.016304347826086956,0.8333333333333333,0.75,16,2,1496,8,lgbm_direct,2000,2,6-story
0.1231358482735016,0.1454034936365664,0.6034837162384716,0.00396286231884058,0.0076086956521739125,2.4271636164421047,0.014945652173913044,0.23763515067862895,0.2608695652173913,92,3,2992,8,lgbm_direct,2000,3,all
0.1231358482735016,0.14905384607903688,0.5879374588274044,0.005321557971014492,0.010235507246376811,2.3176010242706293,0.010869565217391304,0.1736694677871148,0.18421052631578946,76,3,1496,8,lgbm_direct,2000,3,3-story
0.1231358482735016,0.1416591080463406,0.6190299736495388,0.0026041666666666665,0.00625,2.4977054744123723,0.019021739130434784,0.5833333333333333,0.625,16,2,1496,8,lgbm_direct,2000,3,6-story
