protocol,model,model_label,threshold_idr,cost_ratio_false_safe,event_count,true_exceed_rate,false_safe_rate,false_unsafe_rate,expected_loss
event-disjoint target,pretrained_finetune,MLP finetune,0.0075,5,8,0.03549592391304348,0.004095901268115942,0.0885546875,0.10903419384057972
event-disjoint target,pretrained_finetune,MLP finetune,0.0075,10,8,0.03549592391304348,0.004095901268115942,0.0885546875,0.12951370018115943
event-disjoint target,pretrained_finetune,MLP finetune,0.0075,25,8,0.03549592391304348,0.004095901268115942,0.0885546875,0.19095221920289857
event-disjoint target,pretrained_finetune,MLP finetune,0.0075,50,8,0.03549592391304348,0.004095901268115942,0.0885546875,0.29334975090579707
event-disjoint target,pretrained_finetune,MLP finetune,0.0075,100,8,0.03549592391304348,0.004095901268115942,0.0885546875,0.4981448143115942
event-disjoint target,pretrained_finetune,MLP finetune,0.01,1,8,0.017844202898550723,0.004206861413043479,0.06568104619565218,0.06988790760869565
event-disjoint target,pretrained_finetune,MLP finetune,0.01,2,8,0.017844202898550723,0.004206861413043479,0.06568104619565218,0.07409476902173913
event-disjoint target,pretrained_finetune,MLP finetune,0.01,5,8,0.017844202898550723,0.004206861413043479,0.06568104619565218,0.08671535326086957
event-disjoint target,pretrained_finetune,MLP finetune,0.01,10,8,0.017844202898550723,0.004206861413043479,0.06568104619565218,0.10774966032608696
event-disjoint target,pretrained_finetune,MLP finetune,0.01,25,8,0.017844202898550723,0.004206861413043479,0.06568104619565218,0.17085258152173913
event-disjoint target,pretrained_finetune,MLP finetune,0.01,50,8,0.017844202898550723,0.004206861413043479,0.06568104619565218,0.2760241168478261
event-disjoint target,pretrained_finetune,MLP finetune,0.01,100,8,0.017844202898550723,0.004206861413043479,0.06568104619565218,0.48636718749999996
event-disjoint target,pretrained_finetune,MLP finetune,0.015,1,8,0.0029211956521739127,0.0008316349637681158,0.03632642663043478,0.0371580615942029
event-disjoint target,pretrained_finetune,MLP finetune,0.015,2,8,0.0029211956521739127,0.0008316349637681158,0.03632642663043478,0.03798969655797101
event-disjoint target,pretrained_finetune,MLP finetune,0.015,5,8,0.0029211956521739127,0.0008316349637681158,0.03632642663043478,0.04048460144927536
event-disjoint target,pretrained_finetune,MLP finetune,0.015,10,8,0.0029211956521739127,0.0008316349637681158,0.03632642663043478,0.04464277626811594
event-disjoint target,pretrained_finetune,MLP finetune,0.015,25,8,0.0029211956521739127,0.0008316349637681158,0.03632642663043478,0.05711730072463768
