model,rep,method,q_mean_log,coverage_event_equal,p_false_safe,beta_false_safe_cons,p_false_unsafe
lgbm_direct,0,standard split,0.12562436775882047,0.5794028944334652,0.00552536231884058,2.2729384170207,0.011390398550724637
lgbm_direct,0,event-weighted,0.12441936745212433,0.5732784708498024,0.006046195652173913,2.2729384170207,0.011390398550724637
lgbm_direct,0,Mondrian PGA-tercile,0.10584222103312024,0.48892251317523056,0.006046195652173913,2.2729384170207,0.010869565217391304
lgbm_direct,1,standard split,0.12019038836899874,0.5225039113965744,0.006046195652173913,2.2729384170207,0.010869565217391304
lgbm_direct,1,event-weighted,0.1101504649739095,0.4978332921607378,0.006046195652173913,2.2729384170207,0.010869565217391304
lgbm_direct,1,Mondrian PGA-tercile,0.10415247132007364,0.4516160243741766,0.006567028985507246,2.2239041871190066,0.010869565217391304
lgbm_direct,2,standard split,0.12188189880195564,0.5436280261857708,0.00396286231884058,2.4425642546059603,0.012228260869565218
lgbm_direct,2,event-weighted,0.11345017643940242,0.5038661067193675,0.00396286231884058,2.4424241594551823,0.012228260869565218
lgbm_direct,2,Mondrian PGA-tercile,0.12218075680259934,0.5439677000988142,0.00396286231884058,2.4271636164421047,0.012228260869565218
lgbm_direct,3,standard split,0.12313584827350163,0.6034837162384716,0.00396286231884058,2.4271636164421047,0.014945652173913044
lgbm_direct,3,event-weighted,0.11234491588461369,0.5637434123847167,0.00552536231884058,2.2905712273485768,0.014945652173913044
lgbm_direct,3,Mondrian PGA-tercile,0.1332780497841581,0.6267102066864295,0.0034420289855072463,2.463257073987514,0.014945652173913044
lgbm_direct,4,standard split,0.12355919146870638,0.5595103549077733,0.005004528985507246,2.364631737563963,0.012228260869565218
lgbm_direct,4,event-weighted,0.11924990992951433,0.5533113059947299,0.005004528985507246,2.364515569595523,0.012228260869565218
lgbm_direct,4,Mondrian PGA-tercile,0.12401139510319296,0.5606709074440053,0.005004528985507246,2.36684501553991,0.014945652173913044
lgbm_direct,5,standard split,0.12167308193566972,0.5949954710144927,0.00474411231884058,2.4030478907207558,0.012488677536231885
lgbm_direct,5,event-weighted,0.12774206903551202,0.6201735424901186,0.0043534873188405794,2.4334191666960994,0.012618885869565218
