model,rep,method,q_mean_log,coverage_event_equal,p_false_safe,beta_false_safe_cons,p_false_unsafe
lgbm_direct,5,Mondrian PGA-tercile,0.13244511755458416,0.6237287961133069,0.0035722373188405796,2.495463848828242,0.012749094202898551
lgbm_direct,6,standard split,0.11652436924142721,0.5529016386693018,0.004483695652173913,2.3826720148424148,0.012749094202898551
lgbm_direct,6,event-weighted,0.1101194915651007,0.5332479001976285,0.004483695652173913,2.3914954640297967,0.012228260869565218
lgbm_direct,6,Mondrian PGA-tercile,0.11202707937735494,0.5426398838932807,0.004483695652173913,2.3754582749226496,0.012228260869565218
lgbm_direct,7,standard split,0.12014668000091742,0.5771430335968379,0.004483695652173913,2.405602241453711,0.010869565217391304
lgbm_direct,7,event-weighted,0.1153688395795953,0.570106122364954,0.005004528985507246,2.3499478465213057,0.010869565217391304
lgbm_direct,7,Mondrian PGA-tercile,0.11171103731408663,0.5499089056324111,0.005004528985507246,2.3669618255497045,0.010869565217391304
lgbm_direct,8,standard split,0.11964579973062682,0.5458487730566535,0.005004528985507246,2.3337177268670177,0.010869565217391304
lgbm_direct,8,event-weighted,0.10210749108659858,0.4838798995388669,0.00708786231884058,2.210314639182922,0.010869565217391304
lgbm_direct,8,Mondrian PGA-tercile,0.11289611606402342,0.5114531867588933,0.006046195652173913,2.2729384170207,0.010869565217391304
lgbm_direct,9,standard split,0.11808300138996762,0.5027451828063241,0.005004528985507246,2.338061501429081,0.009510869565217392
lgbm_direct,9,event-weighted,0.13605378182674374,0.5684170166337286,0.00396286231884058,2.4397714161355317,0.01358695652173913
lgbm_direct,9,Mondrian PGA-tercile,0.11338151010607615,0.4944911067193676,0.005004528985507246,2.36684501553991,0.010869565217391304
ridge_direct,0,standard split,0.2934245494446266,0.4596307847496706,0.0016191123188405796,2.645701413211112,0.1197463768115942
ridge_direct,0,event-weighted,0.2699598321110854,0.4071583703886693,0.0018795289855072462,2.645701413211112,0.11503057065217392
ridge_direct,0,Mondrian PGA-tercile,0.3051535155258025,0.48832396656785243,0.0016191123188405796,2.645701413211112,0.12391304347826086
ridge_direct,1,standard split,0.300207559343923,0.49158483613306986,0.0016191123188405796,2.645701413211112,0.12469429347826086
ridge_direct,1,event-weighted,0.2740832006502684,0.42959897891963106,0.0016191123188405796,2.645701413211112,0.11607223731884059
ridge_direct,1,Mondrian PGA-tercile,0.3013560272426097,0.49802423007246377,0.0016191123188405796,2.645701413211112,0.12534533514492754
ridge_direct,2,standard split,0.28950064005237514,0.49162034749670624,0.0016191123188405796,2.645701413211112,0.1220901268115942
ridge_direct,2,event-weighted,0.2692693231619962,0.4342072216732543,0.0020097373188405795,2.645701413211112,0.11703464673913044
ridge_direct,2,Mondrian PGA-tercile,0.2923946829389112,0.4949038619894598,0.0016191123188405796,2.6246814282441266,0.12274116847826086
ridge_direct,3,standard split,0.2956854612526514,0.5055732254611331,0.0016191123188405796,2.645701413211112,0.12807971014492753
ridge_direct,3,event-weighted,0.26374795059532286,0.4295696434453228,0.0020097373188405795,2.645701413211112,0.12274116847826086
ridge_direct,3,Mondrian PGA-tercile,0.2648825153495151,0.43277956192358363,0.0020097373188405795,2.645701413211112,0.1216995018115942
ridge_direct,4,standard split,0.3070862131217193,0.513281764657444,0.0016191123188405796,2.645701413211112,0.11909533514492754
ridge_direct,4,event-weighted,0.2787278049890531,0.4679111083662714,0.0016191123188405796,2.645701413211112,0.11297554347826086
ridge_direct,4,Mondrian PGA-tercile,0.3107891994095115,0.5171169919301712,0.0016191123188405796,2.645701413211112,0.1205276268115942
ridge_direct,5,standard split,0.289183790101994,0.44618432971014493,0.0016191123188405796,2.645701413211112,0.1392776268115942
ridge_direct,5,event-weighted,0.2690805644415115,0.42908946805006587,0.0016191123188405796,2.645701413211112,0.1338088768115942
ridge_direct,5,Mondrian PGA-tercile,0.2907929793726769,0.4459748641304348,0.0016191123188405796,2.6246814282441266,0.1392776268115942
ridge_direct,6,standard split,0.3115126447075239,0.5380537714097496,0.0016191123188405796,2.645701413211112,0.10425158514492754
ridge_direct,6,event-weighted,0.2797711836208366,0.4968019186429513,0.002139945652173913,2.6291530539845853,0.09500679347826087
ridge_direct,6,Mondrian PGA-tercile,0.3122789999526448,0.5401906291172596,0.0016191123188405796,2.645701413211112,0.1045120018115942
ridge_direct,7,standard split,0.30829029580929446,0.5222373188405798,0.001358695652173913,2.645701413211112,0.1449898097826087
ridge_direct,7,event-weighted,0.2792353250530013,0.44094666090250323,0.0016191123188405796,2.645701413211112,0.13808876811594203
ridge_direct,7,Mondrian PGA-tercile,0.2856332378544008,0.46035284914361,0.0016191123188405796,2.645701413211112,0.13834918478260871
ridge_direct,8,standard split,0.31406417292755107,0.5309494400527008,0.0016191123188405796,2.645701413211112,0.11349637681159419
ridge_direct,8,event-weighted,0.2815936843293918,0.47006546442687747,0.0016191123188405796,2.6246814282441266,0.10536684782608696
ridge_direct,8,Mondrian PGA-tercile,0.3033519509681347,0.5048182229907774,0.0016191123188405796,2.645701413211112,0.11102241847826086
ridge_direct,9,standard split,0.300207137781868,0.5179651473978919,0.0016191123188405796,2.645701413211112,0.12195991847826088
ridge_direct,9,event-weighted,0.27745271142070876,0.49295485424901186,0.002139945652173913,2.6291530539845853,0.11753283514492752
ridge_direct,9,Mondrian PGA-tercile,0.26446409492524897,0.4545166337285903,0.002139945652173913,2.6283442744833114,0.11492866847826086
scratch_mlp,0,standard split,0.2343232732742777,0.6364923007246377,0.0061197916666666675,2.0976338780909223,0.03368432971014493
scratch_mlp,0,event-weighted,0.2685017480554168,0.6865401638669302,0.0061197916666666675,2.0976338780909223,0.03893229166666667
scratch_mlp,0,Mondrian PGA-tercile,0.23892247002217756,0.6433223196640316,0.0061197916666666675,2.0976338780909223,0.03459578804347826
scratch_mlp,1,standard split,0.22233782035321598,0.5985733695652175,0.006510416666666667,2.0976338780909223,0.021127717391304347
scratch_mlp,1,event-weighted,0.23196211223250213,0.6252655632411067,0.006510416666666667,2.0976338780909223,0.02159759963768116
scratch_mlp,1,Mondrian PGA-tercile,0.23208730502878172,0.6230998847167326,0.006510416666666667,2.0976338780909223,0.02125792572463768
scratch_mlp,2,standard split,0.23143925633322612,0.6361099102437417,0.005989583333333334,2.0976338780909223,0.034080615942028984
scratch_mlp,2,event-weighted,0.20661069651654565,0.5883028656126482,0.0067991394927536235,2.0917785130041606,0.029042119565217392
scratch_mlp,2,Mondrian PGA-tercile,0.21011361349395188,0.5933954010210805,0.0061197916666666675,2.0976338780909223,0.03379755434782609
scratch_mlp,3,standard split,0.24234764301515704,0.675685009057971,0.005989583333333334,2.0976338780909223,0.04508605072463768
scratch_mlp,3,event-weighted,0.22406605092727314,0.6289669795783926,0.005989583333333334,2.0976338780909223,0.040755208333333334
scratch_mlp,3,Mondrian PGA-tercile,0.21416242578166197,0.605279356060606,0.0061197916666666675,2.0976338780909223,0.041932744565217395
scratch_mlp,4,standard split,0.2127588711660113,0.6152529026679842,0.0064594655797101455,2.0900105966002074,0.026998414855072466
scratch_mlp,4,event-weighted,0.22210594308766257,0.6339730525362318,0.0064594655797101455,2.0917785130041606,0.02887794384057971
scratch_mlp,4,Mondrian PGA-tercile,0.21866991856891532,0.6265156661725955,0.0064594655797101455,2.094697218419179,0.028617527173913044
scratch_mlp,5,standard split,0.21193696425490982,0.627544466403162,0.007659646739130436,2.0751186087596523,0.0208106884057971
scratch_mlp,5,event-weighted,0.20211784358525886,0.6074038619894597,0.007659646739130436,2.0751186087596523,0.019661458333333333
scratch_mlp,5,Mondrian PGA-tercile,0.2307308291897657,0.6784832015810277,0.007659646739130436,2.0831277194092914,0.021382472826086955
scratch_mlp,6,standard split,0.22364509875382982,0.6595577033926219,0.007059556159420291,2.088877519076817,0.025696331521739134
scratch_mlp,6,event-weighted,0.2723951822568705,0.7325700963438735,0.0067991394927536235,2.094697218419179,0.03337296195652174
scratch_mlp,6,Mondrian PGA-tercile,0.21940361464929248,0.6506191329051383,0.007059556159420291,2.088877519076817,0.026794610507246377
scratch_mlp,7,standard split,0.2389974962851089,0.5798151350461134,0.007370923913043478,2.0900105966002074,0.024422554347826086
scratch_mlp,7,event-weighted,0.2691294341990695,0.6482542819499342,0.007240715579710145,2.090010596600207,0.0287307518115942
scratch_mlp,7,Mondrian PGA-tercile,0.25812902017036865,0.6299335062582345,0.007370923913043478,2.0900105966002074,0.02494338768115942
scratch_mlp,8,standard split,0.23558544923726302,0.6968178730237153,0.00625,2.0976338780909223,0.020187952898550725
scratch_mlp,8,event-weighted,0.22691942249511765,0.6838258605072464,0.006589673913043478,2.0917785130041606,0.018517889492753622
scratch_mlp,8,Mondrian PGA-tercile,0.22439358500103285,0.682799118906456,0.006380208333333334,2.0976338780909223,0.02131453804347826
scratch_mlp,9,standard split,0.22996833252919338,0.7271898674242424,0.00625,2.0917785130041606,0.03104619565217391
scratch_mlp,9,event-weighted,0.23578146536738306,0.7398056653491436,0.00625,2.0976338780909223,0.03177649456521739
scratch_mlp,9,Mondrian PGA-tercile,0.23975543053268167,0.7526185770750988,0.0061197916666666675,2.0976338780909223,0.03106884057971015
xgb_direct,0,standard split,0.10803892239944221,0.5109549983530961,0.006046195652173913,2.28358668005628,0.010869565217391304
xgb_direct,0,event-weighted,0.11429174357553812,0.5338371829710145,0.00552536231884058,2.3265603384302387,0.010869565217391304
xgb_direct,0,Mondrian PGA-tercile,0.0909567711000497,0.4382704421936759,0.006567028985507247,2.2573794448684903,0.010869565217391304
xgb_direct,1,standard split,0.10768902441361171,0.5203788908102767,0.004483695652173913,2.3826720148424148,0.01358695652173913
xgb_direct,1,event-weighted,0.10389824898921682,0.4985548418972332,0.004483695652173913,2.3826720148424148,0.01358695652173913
xgb_direct,1,Mondrian PGA-tercile,0.09709897974533405,0.47684144433465087,0.004483695652173913,2.3754582749226496,0.01358695652173913
xgb_direct,2,standard split,0.10378856435914363,0.5019304800724638,0.004223278985507247,2.4174271788420074,0.01358695652173913
xgb_direct,2,event-weighted,0.09836918618825981,0.4856323081357049,0.004223278985507247,2.4244731735267115,0.012907608695652174
xgb_direct,2,Mondrian PGA-tercile,0.09183528714819694,0.43437397068511197,0.00474411231884058,2.393979799818509,0.014945652173913044
xgb_direct,3,standard split,0.1060449629286228,0.525390110342556,0.006046195652173913,2.2729384170207,0.01358695652173913
xgb_direct,3,event-weighted,0.09776241517495161,0.5029330327733861,0.006567028985507247,2.2414027276049446,0.01358695652173913
xgb_direct,3,Mondrian PGA-tercile,0.10344295993251651,0.5152405508893281,0.006567028985507247,2.2577967597975004,0.01358695652173913
xgb_direct,4,standard split,0.11336813001209609,0.561329154314888,0.005004528985507246,2.34025003962409,0.01358695652173913
xgb_direct,4,event-weighted,0.10831034966614793,0.5547003664361001,0.005004528985507246,2.364631737563963,0.01358695652173913
xgb_direct,4,Mondrian PGA-tercile,0.11745438281971594,0.5670979496047431,0.00474411231884058,2.3754582749226496,0.01358695652173913
xgb_direct,5,standard split,0.11495109531979691,0.5733237607048748,0.00708786231884058,2.2205516959185454,0.01598731884057971
xgb_direct,5,event-weighted,0.118761275904796,0.5848505434782608,0.00708786231884058,2.222224819520918,0.01598731884057971
xgb_direct,5,Mondrian PGA-tercile,0.1217196966476953,0.5923789525691698,0.00708786231884058,2.2238200696510155,0.01598731884057971
xgb_direct,6,standard split,0.1032254632052951,0.5404361207180501,0.0034420289855072463,2.49963690754797,0.01394927536231884
xgb_direct,6,event-weighted,0.0946656890150636,0.514854557806324,0.00396286231884058,2.4342421682244697,0.012749094202898551
xgb_direct,6,Mondrian PGA-tercile,0.10573713390754093,0.5452419919301713,0.0034420289855072463,2.502876833679109,0.01394927536231884
xgb_direct,7,standard split,0.1068196469267315,0.5334501605731226,0.006046195652173913,2.2729384170207,0.01358695652173913
xgb_direct,7,event-weighted,0.10556860470192751,0.5308295248682477,0.006046195652173913,2.2559852008855112,0.01358695652173913
xgb_direct,7,Mondrian PGA-tercile,0.09716886983996954,0.5062186058959157,0.006567028985507247,2.2361847167591207,0.01358695652173913
xgb_direct,8,standard split,0.09653635223852089,0.4798691740777339,0.005004528985507246,2.362314417597141,0.012228260869565218
xgb_direct,8,event-weighted,0.08674867643170002,0.4631572175559947,0.00552536231884058,2.323890928630689,0.012228260869565218
xgb_direct,8,Mondrian PGA-tercile,0.09406825393607544,0.4818222990777339,0.00552536231884058,2.3358841048723162,0.012228260869565218
xgb_direct,9,standard split,0.10577118751001581,0.49089107789855074,0.005004528985507246,2.3390887190986875,0.009510869565217392
xgb_direct,9,event-weighted,0.10426122631882821,0.4880383316864295,0.005004528985507246,2.3281358482063395,0.009510869565217392
xgb_direct,9,Mondrian PGA-tercile,0.09990778710872496,0.46302237730566537,0.005004528985507246,2.3260081492917943,0.010869565217391304
