protocol,threshold_idr,cost_ratio,oracle_model,oracle_loss,rmse_model,rmse_loss,rmse_false_safe,filter_model,filter_loss,filter_false_safe,filter_false_unsafe,regret_rmse,regret_filter
event-disjoint target,0.005,1,xgb_direct,0.0504036458333333,xgb_direct,0.0504036458333333,0.0019752038043478,xgb_direct,0.0504036458333333,0.0019752038043478,0.0484284420289855,0.0,0.0
event-disjoint target,0.005,2,xgb_direct,0.0523788496376811,xgb_direct,0.0523788496376811,0.0019752038043478,xgb_direct,0.0523788496376811,0.0019752038043478,0.0484284420289855,0.0,0.0
event-disjoint target,0.005,5,xgb_direct,0.0583044610507246,xgb_direct,0.0583044610507246,0.0019752038043478,xgb_direct,0.0583044610507246,0.0019752038043478,0.0484284420289855,0.0,0.0
event-disjoint target,0.005,10,lgbm_direct,0.0679053442028985,xgb_direct,0.0681804800724637,0.0019752038043478,lgbm_direct,0.0679053442028985,0.000823143115942,0.0596739130434782,0.0002751358695652073,0.0
event-disjoint target,0.005,25,lgbm_direct,0.0802524909420289,xgb_direct,0.0978085371376811,0.0019752038043478,lgbm_direct,0.0802524909420289,0.000823143115942,0.0596739130434782,0.01755604619565221,0.0
event-disjoint target,0.005,50,lgbm_direct,0.1008310688405797,xgb_direct,0.1471886322463768,0.0019752038043478,lgbm_direct,0.1008310688405797,0.000823143115942,0.0596739130434782,0.046357563405797095,0.0
event-disjoint target,0.005,100,lgbm_direct,0.1419882246376811,xgb_direct,0.2459488224637681,0.0019752038043478,lgbm_direct,0.1419882246376811,0.000823143115942,0.0596739130434782,0.10396059782608699,0.0
event-disjoint target,0.0075,1,xgb_direct,0.0265375905797101,xgb_direct,0.0265375905797101,0.0044055706521739,lgbm_direct,0.0312788722826087,0.0015896739130434,0.0296891983695652,0.0,0.0047412817028986
event-disjoint target,0.0075,2,xgb_direct,0.030943161231884,xgb_direct,0.030943161231884,0.0044055706521739,lgbm_direct,0.0328685461956521,0.0015896739130434,0.0296891983695652,0.0,0.0019253849637680988
event-disjoint target,0.0075,5,lgbm_direct,0.0376375679347826,xgb_direct,0.0441598731884057,0.0044055706521739,lgbm_direct,0.0376375679347826,0.0015896739130434,0.0296891983695652,0.006522305253623101,0.0
event-disjoint target,0.0075,10,lgbm_direct,0.0455859375,xgb_direct,0.0661877264492753,0.0044055706521739,lgbm_direct,0.0455859375,0.0015896739130434,0.0296891983695652,0.0206017889492753,0.0
event-disjoint target,0.0075,25,hgb_direct,0.0657484148550724,xgb_direct,0.132271286231884,0.0044055706521739,hgb_direct,0.0657484148550724,0.0012516983695652,0.034455955615942,0.0665228713768116,0.0
event-disjoint target,0.0075,50,hgb_direct,0.0970408740942029,xgb_direct,0.2424105525362319,0.0044055706521739,hgb_direct,0.0970408740942029,0.0012516983695652,0.034455955615942,0.145369678442029,0.0
event-disjoint target,0.0075,100,hgb_direct,0.1596257925724637,xgb_direct,0.4626890851449275,0.0044055706521739,hgb_direct,0.1596257925724637,0.0012516983695652,0.034455955615942,0.3030632925724638,0.0
event-disjoint target,0.01,1,xgb_direct,0.0212862318840579,xgb_direct,0.0212862318840579,0.004714107789855,ridge_direct,0.1171201313405797,0.0015772192028985,0.1155429121376811,0.0,0.0958338994565218
event-disjoint target,0.01,2,xgb_direct,0.026000339673913,xgb_direct,0.026000339673913,0.004714107789855,ridge_direct,0.1186973505434782,0.0015772192028985,0.1155429121376811,0.0,0.0926970108695652
event-disjoint target,0.01,5,lgbm_direct,0.0358220108695652,xgb_direct,0.0401426630434782,0.004714107789855,ridge_direct,0.1234290081521739,0.0015772192028985,0.1155429121376811,0.004320652173913003,0.0876069972826087
event-disjoint target,0.01,10,lgbm_direct,0.0514583333333333,xgb_direct,0.0637132019927536,0.004714107789855,ridge_direct,0.1313151041666666,0.0015772192028985,0.1155429121376811,0.012254868659420298,0.07985677083333331
event-disjoint target,0.01,25,lgbm_direct,0.0983673007246376,xgb_direct,0.1344248188405797,0.004714107789855,ridge_direct,0.1549733922101449,0.0015772192028985,0.1155429121376811,0.036057518115942086,0.056606091485507284
event-disjoint target,0.01,50,lgbm_direct,0.1765489130434782,xgb_direct,0.2522775135869565,0.004714107789855,ridge_direct,0.1944038722826087,0.0015772192028985,0.1155429121376811,0.0757286005434783,0.017854959239130497
event-disjoint target,0.01,100,ridge_direct,0.2732648324275362,xgb_direct,0.4879829030797101,0.004714107789855,ridge_direct,0.2732648324275362,0.0015772192028985,0.1155429121376811,0.2147180706521739,0.0
event-disjoint target,0.015,1,xgb_direct,0.0147344882246376,xgb_direct,0.0147344882246376,0.0010026041666666,xgb_direct,0.0147344882246376,0.0010026041666666,0.013731884057971,0.0,0.0
event-disjoint target,0.015,2,xgb_direct,0.0157370923913043,xgb_direct,0.0157370923913043,0.0010026041666666,xgb_direct,0.0157370923913043,0.0010026041666666,0.013731884057971,0.0,0.0
event-disjoint target,0.015,5,xgb_direct,0.0187449048913043,xgb_direct,0.0187449048913043,0.0010026041666666,xgb_direct,0.0187449048913043,0.0010026041666666,0.013731884057971,0.0,0.0
event-disjoint target,0.015,10,xgb_direct,0.0237579257246376,xgb_direct,0.0237579257246376,0.0010026041666666,xgb_direct,0.0237579257246376,0.0010026041666666,0.013731884057971,0.0,0.0
event-disjoint target,0.015,25,xgb_direct,0.0387969882246376,xgb_direct,0.0387969882246376,0.0010026041666666,xgb_direct,0.0387969882246376,0.0010026041666666,0.013731884057971,0.0,0.0
event-disjoint target,0.015,50,xgb_direct,0.0638620923913043,xgb_direct,0.0638620923913043,0.0010026041666666,xgb_direct,0.0638620923913043,0.0010026041666666,0.013731884057971,0.0,0.0
event-disjoint target,0.015,100,ridge_direct,0.0947582653985507,xgb_direct,0.1139923007246376,0.0010026041666666,ridge_direct,0.0947582653985507,9.114583333333334e-05,0.0856436820652173,0.019234035326086904,0.0
event-disjoint target,0.02,1,lgbm_direct,0.0084918478260869,xgb_direct,0.0085439311594202,0.0,lgbm_direct,0.0084918478260869,0.0,0.0084918478260869,5.208333333329984e-05,0.0
event-disjoint target,0.02,2,lgbm_direct,0.0084918478260869,xgb_direct,0.0085439311594202,0.0,lgbm_direct,0.0084918478260869,0.0,0.0084918478260869,5.208333333329984e-05,0.0
event-disjoint target,0.02,5,lgbm_direct,0.0084918478260869,xgb_direct,0.0085439311594202,0.0,lgbm_direct,0.0084918478260869,0.0,0.0084918478260869,5.208333333329984e-05,0.0
event-disjoint target,0.02,10,lgbm_direct,0.0084918478260869,xgb_direct,0.0085439311594202,0.0,lgbm_direct,0.0084918478260869,0.0,0.0084918478260869,5.208333333329984e-05,0.0
event-disjoint target,0.02,25,lgbm_direct,0.0084918478260869,xgb_direct,0.0085439311594202,0.0,lgbm_direct,0.0084918478260869,0.0,0.0084918478260869,5.208333333329984e-05,0.0
event-disjoint target,0.02,50,lgbm_direct,0.0084918478260869,xgb_direct,0.0085439311594202,0.0,lgbm_direct,0.0084918478260869,0.0,0.0084918478260869,5.208333333329984e-05,0.0
event-disjoint target,0.02,100,lgbm_direct,0.0084918478260869,xgb_direct,0.0085439311594202,0.0,lgbm_direct,0.0084918478260869,0.0,0.0084918478260869,5.208333333329984e-05,0.0
event-disjoint target,0.03,1,xgb_direct,0.0003396739130434,xgb_direct,0.0003396739130434,0.0,xgb_direct,0.0003396739130434,0.0,0.0003396739130434,0.0,0.0
event-disjoint target,0.03,2,xgb_direct,0.0003396739130434,xgb_direct,0.0003396739130434,0.0,xgb_direct,0.0003396739130434,0.0,0.0003396739130434,0.0,0.0
event-disjoint target,0.03,5,xgb_direct,0.0003396739130434,xgb_direct,0.0003396739130434,0.0,xgb_direct,0.0003396739130434,0.0,0.0003396739130434,0.0,0.0
event-disjoint target,0.03,10,xgb_direct,0.0003396739130434,xgb_direct,0.0003396739130434,0.0,xgb_direct,0.0003396739130434,0.0,0.0003396739130434,0.0,0.0
event-disjoint target,0.03,25,xgb_direct,0.0003396739130434,xgb_direct,0.0003396739130434,0.0,xgb_direct,0.0003396739130434,0.0,0.0003396739130434,0.0,0.0
event-disjoint target,0.03,50,xgb_direct,0.0003396739130434,xgb_direct,0.0003396739130434,0.0,xgb_direct,0.0003396739130434,0.0,0.0003396739130434,0.0,0.0
event-disjoint target,0.03,100,xgb_direct,0.0003396739130434,xgb_direct,0.0003396739130434,0.0,xgb_direct,0.0003396739130434,0.0,0.0003396739130434,0.0,0.0
event-disjoint target,0.04,1,hgb_direct,0.0,xgb_direct,0.0,0.0,hgb_direct,0.0,0.0,0.0,0.0,0.0
event-disjoint target,0.04,2,hgb_direct,0.0,xgb_direct,0.0,0.0,hgb_direct,0.0,0.0,0.0,0.0,0.0
event-disjoint target,0.04,5,hgb_direct,0.0,xgb_direct,0.0,0.0,hgb_direct,0.0,0.0,0.0,0.0,0.0
event-disjoint target,0.04,10,hgb_direct,0.0,xgb_direct,0.0,0.0,hgb_direct,0.0,0.0,0.0,0.0,0.0
event-disjoint target,0.04,25,hgb_direct,0.0,xgb_direct,0.0,0.0,hgb_direct,0.0,0.0,0.0,0.0,0.0
event-disjoint target,0.04,50,hgb_direct,0.0,xgb_direct,0.0,0.0,hgb_direct,0.0,0.0,0.0,0.0,0.0
event-disjoint target,0.04,100,hgb_direct,0.0,xgb_direct,0.0,0.0,hgb_direct,0.0,0.0,0.0,0.0,0.0
main event-held-out,0.005,1,xgb_direct,0.0469298558584272,xgb_direct,0.0469298558584272,0.0022734557109557,xgb_direct,0.0469298558584272,0.0022734557109557,0.0446564001474715,0.0,0.0
main event-held-out,0.005,2,xgb_direct,0.049203311569383,xgb_direct,0.049203311569383,0.0022734557109557,xgb_direct,0.049203311569383,0.0022734557109557,0.0446564001474715,0.0,0.0
main event-held-out,0.005,5,xgb_direct,0.0560236787022501,xgb_direct,0.0560236787022501,0.0022734557109557,xgb_direct,0.0560236787022501,0.0022734557109557,0.0446564001474715,0.0,0.0
main event-held-out,0.005,10,lgbm_direct,0.0655699490241901,xgb_direct,0.0673909572570286,0.0022734557109557,lgbm_direct,0.0655699490241901,0.0013258616383616,0.0523113326405737,0.0018210082328384974,0.0
main event-held-out,0.005,25,lgbm_direct,0.0854578735996146,xgb_direct,0.1014927929213643,0.0022734557109557,lgbm_direct,0.0854578735996146,0.0013258616383616,0.0523113326405737,0.016034919321749705,0.0
main event-held-out,0.005,50,lgbm_direct,0.1186044145586556,xgb_direct,0.1583291856952571,0.0022734557109557,lgbm_direct,0.1186044145586556,0.0013258616383616,0.0523113326405737,0.039724771136601514,0.0
main event-held-out,0.005,100,lgbm_direct,0.1848974964767375,xgb_direct,0.2720019712430427,0.0022734557109557,lgbm_direct,0.1848974964767375,0.0013258616383616,0.0523113326405737,0.0871044747663052,0.0
main event-held-out,0.0075,1,xgb_direct,0.0366984057609057,xgb_direct,0.0366984057609057,0.0036947427572427,lgbm_direct,0.0394740192842871,0.0025325715950715,0.0369414476892155,0.0,0.002775613523381397
main event-held-out,0.0075,2,xgb_direct,0.0403931485181485,xgb_direct,0.0403931485181485,0.0036947427572427,lgbm_direct,0.0420065908793587,0.0025325715950715,0.0369414476892155,0.0,0.0016134423612102003
main event-held-out,0.0075,5,lgbm_direct,0.0496043056645735,xgb_direct,0.0514773767898767,0.0036947427572427,lgbm_direct,0.0496043056645735,0.0025325715950715,0.0369414476892155,0.0018730711253031954,0.0
main event-held-out,0.0075,10,lgbm_direct,0.0622671636399315,xgb_direct,0.0699510905760905,0.0036947427572427,lgbm_direct,0.0622671636399315,0.0025325715950715,0.0369414476892155,0.007683926936159005,0.0
main event-held-out,0.0075,25,lgbm_direct,0.1002557375660054,xgb_direct,0.1253722319347319,0.0036947427572427,lgbm_direct,0.1002557375660054,0.0025325715950715,0.0369414476892155,0.025116494368726497,0.0
main event-held-out,0.0075,50,scratch_mlp,0.1546463692557442,xgb_direct,0.2177408008658008,0.0036947427572427,scratch_mlp,0.1546463692557442,0.0012568383996955,0.0918044492709671,0.0630944316100566,0.0
main event-held-out,0.0075,100,scratch_mlp,0.2174882892405213,xgb_direct,0.4024779387279387,0.0036947427572427,scratch_mlp,0.2174882892405213,0.0012568383996955,0.0918044492709671,0.1849896494874174,0.0
main event-held-out,0.01,1,xgb_direct,0.0366562306740878,xgb_direct,0.0366562306740878,0.0031387511298225,xgb_direct,0.0366562306740878,0.0031387511298225,0.0335174795442652,0.0,0.0
main event-held-out,0.01,2,xgb_direct,0.0397949818039103,xgb_direct,0.0397949818039103,0.0031387511298225,xgb_direct,0.0397949818039103,0.0031387511298225,0.0335174795442652,0.0,0.0
main event-held-out,0.01,5,xgb_direct,0.049211235193378,xgb_direct,0.049211235193378,0.0031387511298225,xgb_direct,0.049211235193378,0.0031387511298225,0.0335174795442652,0.0,0.0
main event-held-out,0.01,10,lgbm_direct,0.061210649469578,xgb_direct,0.0649049908424908,0.0031387511298225,lgbm_direct,0.061210649469578,0.0021486846486846,0.0397238029827315,0.0036943413729127947,0.0
main event-held-out,0.01,25,lgbm_direct,0.0934409191998477,xgb_direct,0.1119862577898292,0.0031387511298225,lgbm_direct,0.0934409191998477,0.0021486846486846,0.0397238029827315,0.01854533858998149,0.0
main event-held-out,0.01,50,lgbm_direct,0.1471580354169639,xgb_direct,0.1904550360353931,0.0031387511298225,lgbm_direct,0.1471580354169639,0.0021486846486846,0.0397238029827315,0.0432970006184292,0.0
main event-held-out,0.01,100,scratch_mlp,0.2251142458731744,xgb_direct,0.3473925925265211,0.0031387511298225,scratch_mlp,0.2251142458731744,0.001455241187384,0.07959012713477,0.12227834665334669,0.0
main event-held-out,0.015,1,xgb_direct,0.0283886797726083,xgb_direct,0.0283886797726083,0.0019472789115646,xgb_direct,0.0283886797726083,0.0019472789115646,0.0264414008610437,0.0,0.0
main event-held-out,0.015,2,xgb_direct,0.0303359586841729,xgb_direct,0.0303359586841729,0.0019472789115646,xgb_direct,0.0303359586841729,0.0019472789115646,0.0264414008610437,0.0,0.0
main event-held-out,0.015,5,lgbm_direct,0.0336116710670282,xgb_direct,0.0361777954188668,0.0019472789115646,lgbm_direct,0.0336116710670282,0.0009572124304267,0.0288256089148946,0.002566124351838603,0.0
main event-held-out,0.015,10,lgbm_direct,0.0383977332191617,xgb_direct,0.0459141899766899,0.0019472789115646,lgbm_direct,0.0383977332191617,0.0009572124304267,0.0288256089148946,0.007516456757528198,0.0
main event-held-out,0.015,25,ridge_direct,0.0496301169069026,xgb_direct,0.0751233736501593,0.0019472789115646,ridge_direct,0.0496301169069026,0.0001217532467532,0.0465862857380714,0.025493256743256698,0.0
main event-held-out,0.015,50,ridge_direct,0.0526739480757337,xgb_direct,0.123805346439275,0.0019472789115646,ridge_direct,0.0526739480757337,0.0001217532467532,0.0465862857380714,0.07113139836354129,0.0
main event-held-out,0.015,100,ridge_direct,0.0587616104133961,xgb_direct,0.2211692920175063,0.0019472789115646,ridge_direct,0.0587616104133961,0.0001217532467532,0.0465862857380714,0.16240768160411018,0.0
main event-held-out,0.02,1,lgbm_direct,0.0111679540697397,xgb_direct,0.0147875636268493,0.0010242733457019,lgbm_direct,0.0111679540697397,0.0009421382189239,0.0102258158508158,0.003619609557109601,0.0
main event-held-out,0.02,2,lgbm_direct,0.0121100922886637,xgb_direct,0.0158118369725512,0.0010242733457019,lgbm_direct,0.0121100922886637,0.0009421382189239,0.0102258158508158,0.0037017446838874986,0.0
main event-held-out,0.02,5,lgbm_direct,0.0149365069454355,xgb_direct,0.018884657009657,0.0010242733457019,lgbm_direct,0.0149365069454355,0.0009421382189239,0.0102258158508158,0.003948150064221501,0.0
main event-held-out,0.02,10,lgbm_direct,0.0196471980400551,xgb_direct,0.0240060237381665,0.0010242733457019,lgbm_direct,0.0196471980400551,0.0009421382189239,0.0102258158508158,0.004358825698111402,0.0
main event-held-out,0.02,25,lgbm_direct,0.0337792713239141,xgb_direct,0.0393701239236953,0.0010242733457019,lgbm_direct,0.0337792713239141,0.0009421382189239,0.0102258158508158,0.005590852599781204,0.0
main event-held-out,0.02,50,ridge_direct,0.0375963025070167,xgb_direct,0.0649769575662432,0.0010242733457019,ridge_direct,0.0375963025070167,0.0,0.0375963025070167,0.027380655059226496,0.0
main event-held-out,0.02,100,ridge_direct,0.0375963025070167,xgb_direct,0.1161906248513391,0.0010242733457019,ridge_direct,0.0375963025070167,0.0,0.0375963025070167,0.0785943223443224,0.0
main event-held-out,0.03,1,lgbm_direct,0.0014880952380952,xgb_direct,0.0040162218733647,0.0005102040816326,lgbm_direct,0.0014880952380952,0.0007653061224489,0.0007227891156462,0.0025281266352695005,0.0
main event-held-out,0.03,2,lgbm_direct,0.0022534013605442,xgb_direct,0.0045264259549973,0.0005102040816326,lgbm_direct,0.0022534013605442,0.0007653061224489,0.0007227891156462,0.0022730245944531,0.0
main event-held-out,0.03,5,hgb_direct,0.0040944174872746,xgb_direct,0.0060570381998953,0.0005102040816326,hgb_direct,0.0040944174872746,0.000595238095238,0.0011182270110841,0.0019626207126206994,0.0
main event-held-out,0.03,10,hgb_direct,0.0070706079634651,xgb_direct,0.0086080586080586,0.0005102040816326,hgb_direct,0.0070706079634651,0.000595238095238,0.0011182270110841,0.0015374506445935002,0.0
main event-held-out,0.03,25,hgb_direct,0.0159991793920365,xgb_direct,0.0162611198325484,0.0005102040816326,hgb_direct,0.0159991793920365,0.000595238095238,0.0011182270110841,0.00026194044051189996,0.0
main event-held-out,0.03,50,pretrained_finetune,0.0196296411921411,xgb_direct,0.0290162218733647,0.0005102040816326,pretrained_finetune,0.0196296411921411,0.0,0.0196296411921411,0.009386580681223597,0.0
main event-held-out,0.03,100,pretrained_finetune,0.0196296411921411,xgb_direct,0.0545264259549973,0.0005102040816326,pretrained_finetune,0.0196296411921411,0.0,0.0196296411921411,0.034896784762856195,0.0
main event-held-out,0.04,1,hgb_direct,0.0002125850340136,xgb_direct,0.0010727367870225,0.0001700680272108,hgb_direct,0.0002125850340136,0.0002125850340136,0.0,0.0008601517530089,0.0
main event-held-out,0.04,2,hgb_direct,0.0004251700680272,xgb_direct,0.0012428048142333,0.0001700680272108,hgb_direct,0.0004251700680272,0.0002125850340136,0.0,0.0008176347462061,0.0
main event-held-out,0.04,5,hgb_direct,0.001062925170068,xgb_direct,0.001753008895866,0.0001700680272108,hgb_direct,0.001062925170068,0.0002125850340136,0.0,0.000690083725798,0.0
main event-held-out,0.04,10,hgb_direct,0.002125850340136,xgb_direct,0.0026033490319204,0.0001700680272108,hgb_direct,0.002125850340136,0.0002125850340136,0.0,0.0004774986917844,0.0
main event-held-out,0.04,25,xgb_direct,0.0051543694400837,xgb_direct,0.0051543694400837,0.0001700680272108,xgb_direct,0.0051543694400837,0.0001700680272108,0.0009026687598116,0.0,0.0
main event-held-out,0.04,50,xgb_direct,0.0094060701203558,xgb_direct,0.0094060701203558,0.0001700680272108,xgb_direct,0.0094060701203558,0.0001700680272108,0.0009026687598116,0.0,0.0
main event-held-out,0.04,100,pretrained_finetune,0.0131850738547167,xgb_direct,0.0179094714809,0.0001700680272108,pretrained_finetune,0.0131850738547167,0.0,0.0131850738547167,0.0047243976261833,0.0
