gm_id,event_id,event_title,event_page_url,zip_url,magnitude,file_name,station,component,problem_flag,structure_type,sample_rate_hz,dt_original_s,n_original,pga_original_g,pga_g,pgv_m_s,pgd_m,arias_m_s,cav_m_s,d5_95_s,tm_s,pgv_pga_s
191,20140310_0518,"20140310 05:18 UTC, WNW of Ferndale, California, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20140310_0518.html,https://ca.water.usgs.gov/nsmp/20140310_0518/zips/20140310_0518_corr.zip,6.8,1581.HNN.NP.--_a.smc,CA:Eureka;South Bay School,360,-32768,-32768,200.0,0.005,18400,0.05389398572884811,0.053899242131195735,0.06918743152139153,0.04174522027579934,0.06773967038462883,2.8257965813561357,21.98738434299496,0.4567829549867484,0.13085054695056358
192,20140310_0518,"20140310 05:18 UTC, WNW of Ferndale, California, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20140310_0518.html,https://ca.water.usgs.gov/nsmp/20140310_0518/zips/20140310_0518_corr.zip,6.8,1584.HNE.NP.--_a.smc,"CA:Ferndale;Bunker Hill, FAA",90,-32768,-32768,200.0,0.005,17400,0.016281345565749235,0.016307518058108966,0.024412370437115073,0.055718909213342674,0.005747682291242118,0.8636342981975229,26.9633470156397,0.5979178009699785,0.15259948779443702
193,20140310_0518,"20140310 05:18 UTC, WNW of Ferndale, California, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20140310_0518.html,https://ca.water.usgs.gov/nsmp/20140310_0518/zips/20140310_0518_corr.zip,6.8,1584.HNN.NP.--_a.smc,"CA:Ferndale;Bunker Hill, FAA",360,-32768,-32768,200.0,0.005,17400,0.011854230377166156,0.011854853308690082,0.022548525969074883,0.028776913844952755,0.004335907978530167,0.7659343734403016,28.160912370226868,0.6618721727399454,0.1938889080922904
194,20140310_0518,"20140310 05:18 UTC, WNW of Ferndale, California, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20140310_0518.html,https://ca.water.usgs.gov/nsmp/20140310_0518/zips/20140310_0518_corr.zip,6.8,1586.HNE.NP.--_a.smc,CA:Loleta;FS,90,-32768,-32768,200.0,0.005,23800,0.04057900101936799,0.04024839547484663,0.0383249431524629,0.0299434048890097,0.02833274389252602,1.9357644016901916,27.07495271916111,0.5424845119986897,0.09706528639959629
195,20140310_0518,"20140310 05:18 UTC, WNW of Ferndale, California, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20140310_0518.html,https://ca.water.usgs.gov/nsmp/20140310_0518/zips/20140310_0518_corr.zip,6.8,1586.HNN.NP.--_a.smc,CA:Loleta;FS,360,-32768,-32768,200.0,0.005,23800,0.034304791029561674,0.033970544802583595,0.026133354144377036,0.015006867381834174,0.03205516078481962,1.9981691652197495,21.187267418355066,0.37576811429107226,0.07841942155812365
196,20140310_0518,"20140310 05:18 UTC, WNW of Ferndale, California, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20140310_0518.html,https://ca.water.usgs.gov/nsmp/20140310_0518/zips/20140310_0518_corr.zip,6.8,1725.HNE.NP.--_a.smc,CA:Ferndale;Lost Coast Ranch,90,-32768,-32768,200.0,0.005,18600,0.03989194699286443,0.039820539553128136,0.03231281209496571,0.049496054707178806,0.03972611682243665,2.084348734141716,22.30483964029442,0.48900128369301754,0.0827177299598501
197,20140310_0518,"20140310 05:18 UTC, WNW of Ferndale, California, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20140310_0518.html,https://ca.water.usgs.gov/nsmp/20140310_0518/zips/20140310_0518_corr.zip,6.8,1725.HNN.NP.--_a.smc,CA:Ferndale;Lost Coast Ranch,360,-32768,-32768,200.0,0.005,18600,0.04132415902140673,0.04123702443054646,0.03350592630980401,0.029805632661739502,0.03582425027963599,1.9784065811718339,22.140885510112053,0.5127008763304034,0.08282573558346516
198,20140310_0518,"20140310 05:18 UTC, WNW of Ferndale, California, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20140310_0518.html,https://ca.water.usgs.gov/nsmp/20140310_0518/zips/20140310_0518_corr.zip,6.8,1746.HNE.NP.--_a.smc,CA:Fortuna;FS,90,-32768,-32768,200.0,0.005,20200,0.026543323139653418,0.026521823565284236,0.02311415272191195,0.02683961151705773,0.018621208419910672,1.521098347027344,22.050970398071957,0.4343249418289745,0.08883939441546015
199,20140310_0518,"20140310 05:18 UTC, WNW of Ferndale, California, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20140310_0518.html,https://ca.water.usgs.gov/nsmp/20140310_0518/zips/20140310_0518_corr.zip,6.8,1746.HNN.NP.--_a.smc,CA:Fortuna;FS,360,-32768,-32768,200.0,0.005,20200,0.025784913353720695,0.02542645625101737,0.01875458562843818,0.01384143109039299,0.013466417411472734,1.334109833571422,24.594371333353276,0.3836436063630263,0.07518870935536771
200,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0552a_a.smc,WA: Forks; La Push C G Station,360,-32768,-32768,200.0,0.005,10400,0.01563302752293578,0.015636757782674277,0.013080791378351796,0.009468557949714414,0.004543191576437907,0.6717905950690456,22.78296162749036,0.4700059832936991,0.0852743274815511
201,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0552c_a.smc,WA: Forks; La Push C G Station,90,-32768,-32768,200.0,0.005,10400,0.019299694189602448,0.01929407262163728,0.013783358131145507,0.010898463937972433,0.005247990052302335,0.7287687737018349,18.864646505146354,0.48590958363228515,0.07282191984324936
202,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0717a_a.smc,Wa; Quinault Lake; Ranger Sta,360,-32768,-32768,200.0,0.005,11800,0.01980428134556575,0.01955218137516642,0.011091310791556086,0.005294192464694321,0.0028849691400326906,0.53956023513773,22.83884988503534,0.39915512085833493,0.05782540061170895
203,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0717b_a.smc,Wa; Quinault Lake; Ranger Sta,UP,-32768,-32768,200.0,0.005,11800,0.009125586136595311,0.009086792335127958,0.005404527054688062,0.006973754660608731,0.001384988811518243,0.4212203544288616,26.4707513388327,0.40812769035443325,0.06062867607650754
204,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0717c_a.smc,Wa; Quinault Lake; Ranger Sta,90,-32768,-32768,200.0,0.005,11800,0.01690316004077472,0.016532999583467767,0.018614553870248043,0.007409497778485577,0.004410360019898581,0.6429506879442947,17.332725622727924,0.45179040548665916,0.11477094826023321
205,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0718a_a.smc,WA: Stanwood; Camano Is. F S 1,360,-32768,-32768,200.0,0.005,17800,0.07694495412844037,0.07637381378338041,0.03416546301151646,0.014791283010182106,0.059650266485994,2.457331432757615,16.77556271090422,0.25410390516302106,0.04560094317050429
206,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0718b_a.smc,WA: Stanwood; Camano Is. F S 1,UP,-32768,-32768,200.0,0.005,17800,0.023022426095820593,0.02300694110533111,0.012586798238207839,0.00405812559425666,0.009383572256005676,1.075275255885014,26.325172985424,0.3023577049478912,0.05576829698958869
207,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0718c_a.smc,WA: Stanwood; Camano Is. F S 1,90,-32768,-32768,200.0,0.005,17800,0.055889908256880734,0.0558485523807991,0.02572327381809556,0.020726904360017447,0.0526174006051328,2.3165200225163765,17.59402197718835,0.24156636153999705,0.046951050399379024
208,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0720a_a.smc,"Seattle, WA  Ship Canal Bridge",360,-32768,-32768,200.0,0.005,19200,0.07316411824668706,0.07317135877152965,0.07968508713147718,0.05844949855531155,0.1332673216470657,4.053462037610908,23.136130645189354,0.6619541361036717,0.11101123255458459
209,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0720b_a.smc,"Seattle, WA  Ship Canal Bridge",UP,-32768,-32768,200.0,0.005,19200,0.03495820591233435,0.034534074520640404,0.04220005865568,0.012885744053051519,0.03858352457371927,2.4411499788113353,32.91731338766384,0.5371012347072519,0.12456505536835329
210,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0720c_a.smc,"Seattle, WA  Ship Canal Bridge",90,-32768,-32768,200.0,0.005,19200,0.06312538226299694,0.06293565199088605,0.0581228554640426,0.02112185306194614,0.1083683074495527,3.7232801713750616,23.2768635040396,0.5837360193088498,0.09414151848821961
211,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0727a_a.smc,WA: Seattle; Fire Station 28,360,-32768,-32768,200.0,0.005,15000,0.06370744138634046,0.06320199157393178,0.051657645413196035,0.034449974828293026,0.05853925259821275,2.2436560692967538,13.354616568804081,0.44083887294214225,0.08331723250634548
212,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0727b_a.smc,WA: Seattle; Fire Station 28,UP,-32768,-32768,200.0,0.005,15000,0.03808256880733945,0.03806170998732122,0.029078035459315747,0.014271172198623266,0.017229667765234644,1.3662202450126095,24.284370808595277,0.4650811731223467,0.07787673917655262
213,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0727c_a.smc,WA: Seattle; Fire Station 28,90,-32768,-32768,200.0,0.005,15000,0.07834964322120286,0.07814007278886878,0.043273917087581854,0.022941145219138842,0.044961732623094525,2.060179922674738,16.277042403211105,0.48155047142178475,0.05645252734794179
214,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1412a_a.smc,WA: Aberdeen; Fire Station,360,-32768,-32768,200.0,0.005,24200,0.08620998980632008,0.0861465387804665,0.05938340066166631,0.018562705620230397,0.15872094910720003,4.290799528642191,24.93380667858873,0.5175319971797577,0.07026810216447021
215,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1412b_a.smc,WA: Aberdeen; Fire Station,UP,-32768,-32768,200.0,0.005,24200,0.027630988786952092,0.027611892340039114,0.01645440007107933,0.029332449891227432,0.01289885037303241,1.2097232670646347,25.087713011246773,0.36351104307074056,0.060745886413403
216,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1412c_a.smc,WA: Aberdeen; Fire Station,90,-32768,-32768,200.0,0.005,24200,0.06788990825688072,0.06776662627936163,0.05960075903847202,0.08378184346561934,0.14505271866784966,4.365276011935958,26.01352444401519,0.5996055788870488,0.08965343176895219
217,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1418a_a.smc,WA: Everett; Fire Station 2,180,-32768,-32768,200.0,0.005,23800,0.030988786952089703,0.030807375781696813,0.030866707598509107,0.04825404105236283,0.02181422363053822,1.6292045306205316,21.686783960233313,0.5211753100734677,0.10213311890801935
218,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1418b_a.smc,WA: Everett; Fire Station 2,UP,-32768,-32768,200.0,0.005,23800,0.01915494393476045,0.018806095058480257,0.02145814974050271,0.01402474048244446,0.013078117482424722,1.4161892390862625,35.35918717851055,0.4876798571624045,0.11631203044367895
219,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1418c_a.smc,WA: Everett; Fire Station 2,270,-32768,-32768,200.0,0.005,23800,0.040524974515800206,0.04031716576634397,0.026896734588118466,0.02337042128152746,0.02635308827998875,1.6969807540783908,21.284327055120947,0.5182931377815807,0.06800495472121591
220,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1420a_a.smc,WA: Port Townsend-F Worden S P,360,-32768,-32768,200.0,0.005,19600,0.054782874617737,0.05450061254700785,0.04759377655559131,0.0075788031559273945,0.030236479941080287,1.7966520803406412,21.394510950369785,0.5082059274587235,0.08901839844451251
221,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1420b_a.smc,WA: Port Townsend-F Worden S P,UP,-32768,-32768,200.0,0.005,19600,0.01765137614678899,0.017574738255056465,0.01515103447353917,0.004663516150530776,0.010462339203857854,1.2502739908775484,33.19602224807985,0.41703052548557323,0.08787885976750337
222,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1420c_a.smc,WA: Port Townsend-F Worden S P,90,-32768,-32768,200.0,0.005,19600,0.03464322120285423,0.03432544812993507,0.023941754573824154,0.008653316169441446,0.025290884030059087,1.6755519891295583,21.095200118594626,0.4071055118372942,0.07110018837563964
223,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1437a_a.smc,WA: Shelton; Fire Station,270,-32768,-32768,200.0,0.005,15400,0.0985861365953109,0.09853345420703528,0.1724329378083042,0.04732953551441722,0.28466670938922,5.357477007765699,14.928524508389804,0.9274875407447225,0.17838877055123512
224,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1437b_a.smc,WA: Shelton; Fire Station,UP,-32768,-32768,200.0,0.005,15400,0.059809378185524974,0.059791144238335744,0.05933836754401634,0.027148675335466464,0.08439832404938713,2.965523617608773,20.080696417262153,0.49585422787438255,0.10116486869961167
225,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1437c_a.smc,WA: Shelton; Fire Station,360,-32768,-32768,200.0,0.005,15400,0.09699592252803263,0.09695534348309917,0.08581975573824285,0.03376848591137567,0.2035589624703659,4.527950856231454,22.031232421009335,0.5834787100851379,0.09022907755752038
226,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1535a_a.smc,"WA, Chief Joseph Dam, up. gal",198,-32768,-32768,200.0,0.005,15200,0.0072499490316004075,0.007035761616988955,0.004231691506776017,0.0014924072769603694,0.0010738181915557025,0.3640318005384146,22.87296097840963,0.2447453482908657,0.061310361382256866
227,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1535b_a.smc,"WA, Chief Joseph Dam, up. gal",108,-32768,-32768,200.0,0.005,15200,0.010958205912334353,0.010832747476409593,0.004232010195436899,0.0032035787022936624,0.0027802450966472807,0.5683557291369774,22.157506240383512,0.19887134652385963,0.03982346808863433
228,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,2045a_a.smc,WA: Port Gamble Fire Station,360,-32768,-32768,200.0,0.005,26000,0.04998572884811417,0.049771870195504365,0.04169097332328246,0.03160253013090296,0.041391682106104416,2.1536857974363413,23.003003125661,0.5122051497762027,0.08538647149019309
229,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0585a_a.smc,WA: Port Angeles Fire Station,25,-32768,-32768,200.0,0.005,16600,0.03572579001019368,0.03559646533724272,0.02811860464368797,0.011017531961863457,0.021666425991045044,1.5428503656753645,18.826412292108216,0.4986090761106694,0.08052261728113903
230,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0585b_a.smc,WA: Port Angeles Fire Station,UP,-32768,-32768,200.0,0.005,16600,0.015201834862385322,0.01500245717321987,0.01376689293653882,0.005476679032327129,0.005014726017120005,0.798197991306635,27.622164922457333,0.5544182263205137,0.09354154352605659
231,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0585c_a.smc,WA: Port Angeles Fire Station,115,-32768,-32768,200.0,0.005,16600,0.04011416921508664,0.04004504583748814,0.034189810448826845,0.014723456884183111,0.032919224899639415,1.7714933280594996,14.246553260437894,0.5002560757462665,0.08703198533027288
232,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0725a_a.smc,WA: Gig Harbor Fire Station,270,-32768,-32768,200.0,0.005,19800,0.11755351681957185,0.11592613650798961,0.11663123143213443,0.037015811147896524,0.24599735301979672,4.861363746567337,17.210102070642776,0.445831862360943,0.10255680707792497
233,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0725b_a.smc,WA: Gig Harbor Fire Station,UP,-32768,-32768,200.0,0.005,19800,0.09132110091743119,0.09064691224968492,0.03191628926342195,0.02322125208617454,0.145909659684085,3.919748689511315,20.91565572391818,0.23634723833181467,0.035891397606556026
234,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0725c_a.smc,WA: Gig Harbor Fire Station,360,-32768,-32768,200.0,0.005,19800,0.10506625891946993,0.1043620770709049,0.12607988209850057,0.045584432328659996,0.2847220931682025,5.473029397660177,19.91883545789633,0.45294751578817755,0.12314990256421463
235,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0730a_a.smc,"WA: Olympia, WSDOT Test Lab",180,-32768,-32768,200.0,0.005,22000,0.22194699286442404,0.22173947988717646,0.21439099238977954,0.044356742880765736,0.772807726688021,7.943769208856781,13.71692343626262,0.5030516009136806,0.09855859474967452
236,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0730b_a.smc,"WA: Olympia, WSDOT Test Lab",UP,-32768,-32768,200.0,0.005,22000,0.08771151885830786,0.08771362513032033,0.06389931408786564,0.012744916126171813,0.21370376380909795,4.737213297843697,20.64870185521604,0.3516731462741662,0.07426088636200713
237,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,0730c_a.smc,"WA: Olympia, WSDOT Test Lab",270,-32768,-32768,200.0,0.005,22000,0.25497451580020386,0.2461277628277607,0.16390731050086882,0.046853851665703744,0.7158309916161857,7.914333260110446,13.681815582003596,0.4076324230409845,0.06788420129220367
238,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1416a_a.smc,WA: West Seattle; F S 29,125,-32768,-32768,200.0,0.005,23400,0.15226299694189602,0.15216817762435114,0.1432111175734873,0.03893619048149869,0.34775875683787466,5.56234395763985,14.320223754986342,0.5399437693767983,0.09593650368288982
239,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1416b_a.smc,WA: West Seattle; F S 29,UP,-32768,-32768,200.0,0.005,23400,0.08640061162079511,0.08622059321865182,0.06411533014227329,0.049482123829441234,0.19345806067135798,4.758767710574734,25.60024231883861,0.3526361983063329,0.07580221023052926
240,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1416c_a.smc,WA: West Seattle; F S 29,215,-32768,-32768,200.0,0.005,23400,0.13986748216106015,0.13957473631909084,0.1493483734830676,0.04688429988387579,0.38480399926507053,6.112375253460712,16.693367344545113,0.6609582721449612,0.10907486238391462
241,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1419a_a.smc,WA: Anacortes; Fire Station,90,-32768,-32768,200.0,0.005,21800,0.027087665647298677,0.026994989335484495,0.02217816229611302,0.005139457368391389,0.020211386819462378,1.5933852350150228,24.785585581354674,0.5545232361428272,0.08374779660640572
242,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1419b_a.smc,WA: Anacortes; Fire Station,UP,-32768,-32768,200.0,0.005,21800,0.01528440366972477,0.015111945909164887,0.01737595310279828,0.018378866835040572,0.007583888782107016,1.0161218939246603,28.287292926161353,0.6045360671532191,0.11720853507059818
243,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1419c_a.smc,WA: Anacortes; Fire Station,180,-32768,-32768,200.0,0.005,21800,0.034490316004077474,0.03440433412966486,0.02493480679057876,0.004432632136731201,0.022860372893550678,1.6644789565403517,22.95473168861437,0.48834571708776064,0.07387948224593159
244,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1421a_a.smc,"Seattle, WA  Seatac Airport FS",200,-32768,-32768,200.0,0.005,22200,0.12662589194699286,0.12625827597979383,0.12209132818460924,0.04880577648888153,0.25624760457218565,4.587666711472371,13.15575448608771,0.6501751995701456,0.09857254193234712
245,20010228_1,"20010228 Nisqually, Washington, Mw 6.8 Earthquake Data",https://escweb.wr.usgs.gov/nsmp-data/data_sets/20010228_1.html,https://ca.water.usgs.gov/nsmp/20010228_1/zips/20010228_1_corr.zip,6.8,1421b_a.smc,"Seattle, WA  Seatac Airport FS",UP,-32768,-32768,200.0,0.005,22200,0.10583078491335371,0.10540536735429772,0.05294791389102555,0.024525700725092477,0.1365770724673713,3.5081727722884812,17.516267424867223,0.33380434332524844,0.051205560030031044
