model,frac_beta_drops,delta_median,delta_p05,delta_p95
lgbm_direct,0.5833333333333334,-0.06483931355479422,,
ridge_direct,0.4583333333333333,-0.000808779501273893,,
scratch_mlp,0.16666666666666666,0.07344074449874927,,
xgb_direct,0.5,-0.024301583268284244,,
