model,N,plain_pass_fraction,guarded_pass_fraction,beta_median,beta_p05,beta_p95,pfu_median,cond_median,partitions
lgbm_direct,500,0.25,0.25,2.192158067921658,1.3946908216125706,2.936055752640361,0.026565101106541325,0.2838044357951037,24
lgbm_direct,2000,0.14285714285714285,0.14285714285714285,2.0934514150989942,1.5747918979346616,2.645701413211112,0.014945652173913044,0.3381642512077294,21
ridge_direct,500,0.3333333333333333,0.3333333333333333,1.9399160038735748,1.6694371642758723,5.602039020446675,0.08909812103596071,0.27035361842105265,24
ridge_direct,2000,0.38095238095238093,0.38095238095238093,2.063527898316244,1.7462401503753913,5.9978070150076865,0.08066907051282052,0.2911184210526316,21
scratch_mlp,500,0.08333333333333333,0.08333333333333333,1.588644196479422,1.3333491361429892,3.012986670475592,0.044500227390852395,0.5397782651072125,24
scratch_mlp,2000,0.09523809523809523,0.09523809523809523,1.998281580429435,1.472873101048642,3.0846317114179373,0.03012907608695652,0.5,21
xgb_direct,500,0.16666666666666666,0.16666666666666666,2.1202029417429586,1.476040245884356,2.8265461637872393,0.020249955745879657,0.3347362972649014,24
xgb_direct,2000,0.19047619047619047,0.19047619047619047,2.069901830895051,1.602352624979653,2.567769903141709,0.01527614571092832,0.3330896686159844,21
