q_log10,rmse_log,coverage_event_equal,p_false_safe,p_false_safe_u95,beta_fs_cons,p_false_unsafe,conditional_miss_event_mean,conditional_miss_pooled,n_unsafe_rows,n_events_with_unsafe,n_test_rows,n_test_events,partition_seed,partition_index,is_original_partition,rep,N,model,n_fit_events
0.29280564538748033,0.43993306374566116,0.4663414031620553,0.0020097373188405795,0.0041058084239130165,2.643242627854065,0.11068274456521739,0.1402116402116402,0.09782608695652174,92,3,2992,8,20260613,0,True,0,500,ridge_direct,7
0.1565584874499777,0.17113880631898556,0.6507395627470356,0.0034420289855072463,0.006252830615942027,2.497544941545011,0.013926630434782608,0.27628249367379804,0.21739130434782608,92,3,2992,8,20260613,0,True,0,500,lgbm_direct,7
0.1381566599079247,0.16868662019366018,0.5741590497364955,0.008389945652173911,0.016983695652173912,2.1204585766563575,0.012228260869565218,0.5967333793420749,0.6304347826086957,92,3,2992,8,20260613,0,True,0,500,xgb_direct,7
0.30975505592525243,1.163367434604361,0.6215517951251647,0.005989583333333334,0.017968750000000002,2.0976338780909223,0.046999547101449275,0.3333333333333333,0.5,92,3,2992,8,20260613,0,True,0,500,scratch_mlp,7
0.29152578038732546,0.44541707966270455,0.5090780426548089,0.0016191123188405796,0.004076086956521739,2.645701413211112,0.11154325181159419,0.08465608465608465,0.06521739130434782,92,3,2992,8,20260613,0,True,0,2000,ridge_direct,7
0.12323076123994525,0.1588765405711675,0.5675714344532279,0.005264945652173913,0.010156250000000002,2.3205248912297582,0.014945652173913044,0.3326432022084196,0.3695652173913043,92,3,2992,8,20260613,0,True,0,2000,lgbm_direct,7
0.11312710192560926,0.15873952556191517,0.525295928030303,0.002921195652173913,0.005264945652173913,2.557924625917104,0.01682518115942029,0.20220841959972394,0.17391304347826086,92,3,2992,8,20260613,0,True,0,2000,xgb_direct,7
0.22912923174234257,0.44981924971342313,0.693945055171278,0.006538722826086956,0.01705729166666667,2.118714722897713,0.03594882246376811,0.37244076374511154,0.5108695652173914,92,3,2992,8,20260613,0,True,0,2000,scratch_mlp,7
0.28214621558787867,0.4491123349295248,0.42028573781291173,0.0018795289855072462,0.004279891304347826,2.6291530539845853,0.1035439311594203,0.12169312169312169,0.08695652173913043,92,3,2992,8,20260613,0,True,1,500,ridge_direct,7
0.18663429821775201,0.16854268807438946,0.7122967103096179,0.003125,0.007031249999999999,2.455662903635565,0.021422101449275362,0.24154589371980675,0.2608695652173913,92,3,2992,8,20260613,0,True,1,500,lgbm_direct,7
