q_log10,rmse_log,coverage_event_equal,p_false_safe,p_false_safe_u95,beta_fs_cons,p_false_unsafe,conditional_miss_event_mean,conditional_miss_pooled,n_unsafe_rows,n_events_with_unsafe,n_test_rows,n_test_events,partition_seed,rep,N,model,threshold_idr
0.2597435815983635,0.4668331567401005,0.7246968667654808,0.0,0.0,5.9978070150076865,0.008412590579710146,,,0,0,2992,8,20260613,1,2000,scratch_mlp,0.02
0.29736451102702355,0.3762143648121522,0.5497457592226613,0.0024286684782608694,0.006114130434782608,2.505487823475961,0.15752943840579708,0.02877846790890269,0.030201342281879196,298,3,2992,8,20260613,2,500,ridge_direct,0.005
0.29736451102702355,0.3762143648121522,0.5497457592226613,0.0016191123188405796,0.004076086956521739,2.645701413211112,0.08198596014492754,0.08465608465608465,0.06521739130434782,92,3,2992,8,20260613,2,500,ridge_direct,0.01
0.29736451102702355,0.3762143648121522,0.5497457592226613,0.0,0.0,5.9978070150076865,0.03100090579710145,,,0,0,2992,8,20260613,2,500,ridge_direct,0.02
0.17188945728101368,0.15709614474243008,0.7294250247035574,0.002139945652173913,0.004502377717391287,2.611873546215042,0.04516530797101449,0.03188405797101449,0.03355704697986577,298,3,2992,8,20260613,2,500,lgbm_direct,0.005
0.17188945728101368,0.15709614474243008,0.7294250247035574,0.004483695652173913,0.008763586956521739,2.3754582749226496,0.015466485507246377,0.2891649413388544,0.30434782608695654,92,3,2992,8,20260613,2,500,lgbm_direct,0.01
0.17188945728101368,0.15709614474243008,0.7294250247035574,0.0,0.0,5.9978070150076865,0.008152173913043478,,,0,0,2992,8,20260613,2,500,lgbm_direct,0.02
0.15638912974967623,0.15958999123889162,0.695511157773386,0.0028645833333333336,0.00625,2.4977054744123723,0.03740942028985507,0.08783068783068783,0.0738255033557047,298,3,2992,8,20260613,2,500,xgb_direct,0.005
0.15638912974967623,0.15958999123889162,0.695511157773386,0.006046195652173913,0.011775362318840578,2.2643804613532303,0.016304347826086956,0.4662985967333793,0.43478260869565216,92,3,2992,8,20260613,2,500,xgb_direct,0.01
0.15638912974967623,0.15958999123889162,0.695511157773386,0.0,0.0,5.9978070150076865,0.009510869565217392,,,0,0,2992,8,20260613,2,500,xgb_direct,0.02
0.28517878765921534,0.8422673800492516,0.6406594820487483,0.015058876811594204,0.037194293478260865,1.7842159165280431,0.047163722826086954,0.39544513457556935,0.35570469798657717,298,3,2992,8,20260613,2,500,scratch_mlp,0.005
0.28517878765921534,0.8422673800492516,0.6406594820487483,0.006329257246376812,0.017968750000000002,2.0976338780909223,0.044157608695652176,0.3452380952380953,0.5108695652173914,92,3,2992,8,20260613,2,500,scratch_mlp,0.01
0.28517878765921534,0.8422673800492516,0.6406594820487483,0.0,0.0,5.9978070150076865,0.01642889492753623,,,0,0,2992,8,20260613,2,500,scratch_mlp,0.02
0.2962979616591457,0.49982619285308205,0.5017050601119895,0.004438405797101449,0.010190217391304348,2.319269376906615,0.18426743659420292,0.06224982746721877,0.06040268456375839,298,3,2992,8,20260613,2,2000,ridge_direct,0.005
0.2962979616591457,0.49982619285308205,0.5017050601119895,0.0016191123188405796,0.004076086956521739,2.645701413211112,0.12964221014492752,0.08465608465608465,0.06521739130434782,92,3,2992,8,20260613,2,2000,ridge_direct,0.01
0.2962979616591457,0.49982619285308205,0.5017050601119895,0.0,0.0,5.9978070150076865,0.06951992753623189,,,0,0,2992,8,20260613,2,2000,ridge_direct,0.02
0.12201075694283148,0.16305860947553244,0.486431571146245,0.0018229166666666667,0.00546875,2.5446893306204585,0.0389153079710145,0.05185185185185185,0.04697986577181208,298,3,2992,8,20260613,2,2000,lgbm_direct,0.005
0.12201075694283148,0.16305860947553244,0.486431571146245,0.006046195652173913,0.011163949275362317,2.2847430532769812,0.017663043478260868,0.4662985967333793,0.43478260869565216,92,3,2992,8,20260613,2,2000,lgbm_direct,0.01
0.12201075694283148,0.16305860947553244,0.486431571146245,0.0,0.0,5.9978070150076865,0.006793478260869565,,,0,0,2992,8,20260613,2,2000,lgbm_direct,0.02
0.11192002975240367,0.16372588556093098,0.5301851737483532,0.00234375,0.00546875,2.5446893306204585,0.030802762681159418,0.07089947089947089,0.06040268456375839,298,3,2992,8,20260613,2,2000,xgb_direct,0.005
0.11192002975240367,0.16372588556093098,0.5301851737483532,0.004483695652173913,0.008129528985507246,2.4030478907207558,0.016304347826086956,0.33425350816655164,0.30434782608695654,92,3,2992,8,20260613,2,2000,xgb_direct,0.01
0.11192002975240367,0.16372588556093098,0.5301851737483532,0.0,0.0,5.9978070150076865,0.006793478260869565,,,0,0,2992,8,20260613,2,2000,xgb_direct,0.02
0.22938228930739823,0.4254909169891912,0.6596333580368907,0.016026947463768117,0.033984375,1.825213946603234,0.053017436594202896,0.3992868645042558,0.35906040268456374,298,3,2992,8,20260613,2,2000,scratch_mlp,0.005
0.22938228930739823,0.4254909169891912,0.6596333580368907,0.00625,0.017968750000000002,2.0976338780909223,0.02497169384057971,0.3703703703703704,0.5217391304347826,92,3,2992,8,20260613,2,2000,scratch_mlp,0.01
0.22938228930739823,0.4254909169891912,0.6596333580368907,0.0,0.0,5.9978070150076865,0.007472826086956522,,,0,0,2992,8,20260613,2,2000,scratch_mlp,0.02
0.2903213649413776,0.3770341235291322,0.5239681118247694,0.004070425724637681,0.008825860507246378,2.372843925067392,0.16277173913043477,0.07881297446514839,0.06711409395973154,298,3,2992,8,20260613,3,500,ridge_direct,0.005
0.2903213649413776,0.3770341235291322,0.5239681118247694,0.0016191123188405796,0.004076086956521739,2.645701413211112,0.08485054347826086,0.08465608465608465,0.06521739130434782,92,3,2992,8,20260613,3,500,ridge_direct,0.01
0.2903213649413776,0.3770341235291322,0.5239681118247694,0.0,0.0,5.9978070150076865,0.03695086050724638,,,0,0,2992,8,20260613,3,500,ridge_direct,0.02
0.15810356394193192,0.16254070920380473,0.7031924201251647,0.0038043478260869562,0.0078125,2.417559016236505,0.038870018115942026,0.09795261099608926,0.087248322147651,298,3,2992,8,20260613,3,500,lgbm_direct,0.005
0.15810356394193192,0.16254070920380473,0.7031924201251647,0.006046195652173913,0.013077445652173912,2.2239041871190066,0.017663043478260868,0.3761214630779848,0.43478260869565216,92,3,2992,8,20260613,3,500,lgbm_direct,0.01
0.15810356394193192,0.16254070920380473,0.7031924201251647,0.0,0.0,5.9978070150076865,0.009510869565217392,,,0,0,2992,8,20260613,3,500,lgbm_direct,0.02
0.1310361027360214,0.1619789783762383,0.562982748682477,0.006465126811594203,0.012884963768115942,2.2296614414281635,0.025883152173913043,0.14888428801472278,0.1342281879194631,298,3,2992,8,20260613,3,500,xgb_direct,0.005
0.1310361027360214,0.1619789783762383,0.562982748682477,0.008129528985507246,0.016666666666666666,2.128045234184984,0.014945652173913044,0.5822406257188866,0.6086956521739131,92,3,2992,8,20260613,3,500,xgb_direct,0.01
0.1310361027360214,0.1619789783762383,0.562982748682477,0.0,0.0,5.9978070150076865,0.006793478260869565,,,0,0,2992,8,20260613,3,500,xgb_direct,0.02
0.3366960586085841,0.866350905613366,0.6853168231225297,0.014668251811594204,0.03515625,1.8098922384806082,0.0770210597826087,0.3811594202898551,0.34563758389261745,298,3,2992,8,20260613,3,500,scratch_mlp,0.005
0.3366960586085841,0.866350905613366,0.6853168231225297,0.005989583333333334,0.017968750000000002,2.0976338780909223,0.06349071557971014,0.3333333333333333,0.5,92,3,2992,8,20260613,3,500,scratch_mlp,0.01
0.3366960586085841,0.866350905613366,0.6853168231225297,0.0,0.0,5.9978070150076865,0.029223278985507244,,,0,0,2992,8,20260613,3,500,scratch_mlp,0.02
0.3055923504875584,0.44682177962455844,0.5220448369565217,0.0030797101449275364,0.006159420289855073,2.502876833679109,0.17791553442028987,0.052587991718426506,0.04697986577181208,298,3,2992,8,20260613,3,2000,ridge_direct,0.005
0.3055923504875584,0.44682177962455844,0.5220448369565217,0.0016191123188405796,0.004076086956521739,2.645701413211112,0.11510982789855073,0.08465608465608465,0.06521739130434782,92,3,2992,8,20260613,3,2000,ridge_direct,0.01
0.3055923504875584,0.44682177962455844,0.5220448369565217,0.0,0.0,5.9978070150076865,0.05571784420289855,,,0,0,2992,8,20260613,3,2000,ridge_direct,0.02
0.1143301852306271,0.15579083880797218,0.5308192317193676,0.0022418478260869566,0.004687500000000001,2.5980677307623012,0.03734148550724638,0.04927536231884058,0.04697986577181208,298,3,2992,8,20260613,3,2000,lgbm_direct,0.005
0.1143301852306271,0.15579083880797218,0.5308192317193676,0.005004528985507246,0.009952445652173913,2.3281358482063395,0.01358695652173913,0.31815044858523117,0.34782608695652173,92,3,2992,8,20260613,3,2000,lgbm_direct,0.01
0.1143301852306271,0.15579083880797218,0.5308192317193676,0.0,0.0,5.9978070150076865,0.009510869565217392,,,0,0,2992,8,20260613,3,2000,lgbm_direct,0.02
0.10216148400208747,0.15607733162397947,0.45036386281291174,0.0013020833333333335,0.0028645833333333336,2.7628923037353035,0.035416666666666666,0.04126984126984127,0.03355704697986577,298,3,2992,8,20260613,3,2000,xgb_direct,0.005
0.10216148400208747,0.15607733162397947,0.45036386281291174,0.004483695652173913,0.008389945652173913,2.3914954640297967,0.010869565217391304,0.2891649413388544,0.30434782608695654,92,3,2992,8,20260613,3,2000,xgb_direct,0.01
0.10216148400208747,0.15607733162397947,0.45036386281291174,0.0,0.0,5.9978070150076865,0.006793478260869565,,,0,0,2992,8,20260613,3,2000,xgb_direct,0.02
0.22511304465595527,0.622516520415345,0.6628226902173913,0.01615715579710145,0.034198935688405756,1.8223765423220721,0.03842278079710145,0.39981596503335637,0.3624161073825503,298,3,2992,8,20260613,3,2000,scratch_mlp,0.005
0.22511304465595527,0.622516520415345,0.6628226902173913,0.007059556159420291,0.018359375,2.088877519076817,0.016111865942028986,0.41269841269841273,0.5543478260869565,92,3,2992,8,20260613,3,2000,scratch_mlp,0.01
0.22511304465595527,0.622516520415345,0.6628226902173913,0.0,0.0,5.9978070150076865,0.007733242753623189,,,0,0,2992,8,20260613,3,2000,scratch_mlp,0.02
0.2831520643146961,0.5589711004935912,0.4347069540513834,0.0005208333333333333,0.0015625,2.955166847497838,0.2022078804347826,0.019047619047619046,0.013422818791946308,298,3,2992,8,20260613,4,500,ridge_direct,0.005
0.2831520643146961,0.5589711004935912,0.4347069540513834,0.001358695652173913,0.004076086956521739,2.645701413211112,0.14876585144927537,0.047619047619047616,0.043478260869565216,92,3,2992,8,20260613,4,500,ridge_direct,0.01
0.2831520643146961,0.5589711004935912,0.4347069540513834,0.0,0.0,5.9978070150076865,0.08918704710144927,,,0,0,2992,8,20260613,4,500,ridge_direct,0.02
0.15547683051807892,0.16525963168292485,0.7037415596179183,0.0005208333333333333,0.0015625,2.955166847497838,0.05694633152173913,0.014814814814814815,0.013422818791946308,298,3,2992,8,20260613,4,500,lgbm_direct,0.005
0.15547683051807892,0.16525963168292485,0.7037415596179183,0.004483695652173913,0.010072180706521734,2.3236481149566117,0.018993432971014496,0.2328042328042328,0.30434782608695654,92,3,2992,8,20260613,4,500,lgbm_direct,0.01
0.15547683051807892,0.16525963168292485,0.7037415596179183,0.0,0.0,5.9978070150076865,0.004076086956521739,,,0,0,2992,8,20260613,4,500,lgbm_direct,0.02
0.15442726828201891,0.16323113191961514,0.6977123476613966,0.00078125,0.0023437500000000003,2.8277595484479914,0.05690670289855072,0.022222222222222223,0.020134228187919462,298,3,2992,8,20260613,4,500,xgb_direct,0.005
0.15442726828201891,0.16323113191961514,0.6977123476613966,0.004512001811594203,0.008242753623188406,2.397985734905772,0.013717164855072463,0.27674258109040717,0.2717391304347826,92,3,2992,8,20260613,4,500,xgb_direct,0.01
0.15442726828201891,0.16323113191961514,0.6977123476613966,0.0,0.0,5.9978070150076865,0.005434782608695652,,,0,0,2992,8,20260613,4,500,xgb_direct,0.02
0.3424596412221437,1.0979672701408714,0.6866456686429513,0.020442708333333334,0.04296875,1.7172281175057413,0.06077332427536232,0.4222222222222223,0.40268456375838924,298,3,2992,8,20260613,4,500,scratch_mlp,0.005
0.3424596412221437,1.0979672701408714,0.6866456686429513,0.008157835144927537,0.02000679347826087,2.053608622296714,0.049269701086956524,0.42328042328042326,0.5760869565217391,92,3,2992,8,20260613,4,500,scratch_mlp,0.01
0.3424596412221437,1.0979672701408714,0.6866456686429513,0.0,0.0,5.9978070150076865,0.01507019927536232,,,0,0,2992,8,20260613,4,500,scratch_mlp,0.02
0.30099080646775844,0.44394379069196827,0.5212579257246377,0.004438405797101449,0.010190217391304348,2.319269376906615,0.17254868659420292,0.06224982746721877,0.06040268456375839,298,3,2992,8,20260613,4,2000,ridge_direct,0.005
0.30099080646775844,0.44394379069196827,0.5212579257246377,0.0016191123188405796,0.004076086956521739,2.645701413211112,0.1119338768115942,0.08465608465608465,0.06521739130434782,92,3,2992,8,20260613,4,2000,ridge_direct,0.01
0.30099080646775844,0.44394379069196827,0.5212579257246377,0.0,0.0,5.9978070150076865,0.05493659420289855,,,0,0,2992,8,20260613,4,2000,ridge_direct,0.02
0.11976388823525319,0.15260465884102223,0.5108417737154151,0.0010416666666666667,0.0020833333333333333,2.8652602385321324,0.041779891304347824,0.033862433862433865,0.026845637583892617,298,3,2992,8,20260613,4,2000,lgbm_direct,0.005
0.11976388823525319,0.15260465884102223,0.5108417737154151,0.002921195652173913,0.005264945652173914,2.557924625917104,0.01598731884057971,0.20220841959972394,0.17391304347826086,92,3,2992,8,20260613,4,2000,lgbm_direct,0.01
0.11976388823525319,0.15260465884102223,0.5108417737154151,0.0,0.0,5.9978070150076865,0.005434782608695652,,,0,0,2992,8,20260613,4,2000,lgbm_direct,0.02
0.10784154078442665,0.15789380192808578,0.47359910243741765,0.0020833333333333333,0.004166666666666667,2.63825727347675,0.03625452898550724,0.06772486772486773,0.053691275167785234,298,3,2992,8,20260613,4,2000,xgb_direct,0.005
0.10784154078442665,0.15789380192808578,0.47359910243741765,0.0034420289855072463,0.006102807971014493,2.506143247823378,0.014628623188405796,0.23119392684610074,0.21739130434782608,92,3,2992,8,20260613,4,2000,xgb_direct,0.01
0.10784154078442665,0.15789380192808578,0.47359910243741765,0.0,0.0,5.9978070150076865,0.004076086956521739,,,0,0,2992,8,20260613,4,2000,xgb_direct,0.02
0.22698467648959353,0.5337134242027297,0.6461076457509882,0.01542685688405797,0.03502604166666667,1.8115737543835797,0.0515625,0.3820565907522429,0.348993288590604,298,3,2992,8,20260613,4,2000,scratch_mlp,0.005
0.22698467648959353,0.5337134242027297,0.6461076457509882,0.005989583333333334,0.017578125,2.1065540881628135,0.024360280797101452,0.3446054750402576,0.5,92,3,2992,8,20260613,4,2000,scratch_mlp,0.01
0.22698467648959353,0.5337134242027297,0.6461076457509882,0.0,0.0,5.9978070150076865,0.011129981884057972,,,0,0,2992,8,20260613,4,2000,scratch_mlp,0.02
0.24319998819175326,1.3882939293095302,0.5674491914335664,0.01700721153846154,0.049038461538461545,1.654249037105674,0.08056891025641026,0.164609593837535,0.19486404833836857,662,3,3616,8,9100,0,500,ridge_direct,0.005
0.24319998819175326,1.3882939293095302,0.5674491914335664,0.009334935897435897,0.02001201923076923,2.05350073568871,0.06387219551282051,0.29526072124756336,0.26495726495726496,234,3,3616,8,9100,0,500,ridge_direct,0.01
0.24319998819175326,1.3882939293095302,0.5674491914335664,0.0034655448717948716,0.009615384615384616,2.3410271376304475,0.03792067307692308,0.6739130434782609,0.375,48,2,3616,8,9100,0,500,ridge_direct,0.02
0.16174943452791268,0.1881246252047817,0.5314091637529138,0.00026041666666666666,0.00078125,3.162817965621285,0.07942708333333334,0.0024509803921568627,0.0030211480362537764,662,3,3616,8,9100,0,500,lgbm_direct,0.005
0.16174943452791268,0.1881246252047817,0.5314091637529138,0.004787660256410257,0.009895833333333333,2.330274139334007,0.03616786858974359,0.1773879142300195,0.14102564102564102,234,3,3616,8,9100,0,500,lgbm_direct,0.01
0.16174943452791268,0.1881246252047817,0.5314091637529138,0.009475160256410257,0.027644230769230768,1.9166024106084936,0.0,1.0,1.0,48,2,3616,8,9100,0,500,lgbm_direct,0.02
0.14455391727048772,0.1839547679482537,0.49985613344988344,0.0020833333333333333,0.004687500000000001,2.5980677307623012,0.04746594551282051,0.03375350140056022,0.02416918429003021,662,3,3616,8,9100,0,500,xgb_direct,0.005
0.14455391727048772,0.1839547679482537,0.49985613344988344,0.005959535256410257,0.013065404647435896,2.224262185838198,0.03082932692307692,0.2242629142300195,0.1794871794871795,234,3,3616,8,9100,0,500,xgb_direct,0.01
0.14455391727048772,0.1839547679482537,0.49985613344988344,0.009475160256410257,0.027644230769230768,1.9166024106084936,0.0,1.0,1.0,48,2,3616,8,9100,0,500,xgb_direct,0.02
0.27551171464867785,2.4638641444384275,0.7434775641025642,0.03284254807692308,0.07445212339743588,1.443412706523843,0.1250020032051282,0.2782125350140056,0.34441087613293053,662,3,3616,8,9100,0,500,scratch_mlp,0.005
0.27551171464867785,2.4638641444384275,0.7434775641025642,0.01951121794871795,0.04395032051282051,1.7065773340506263,0.07035456730769231,0.4254385964912281,0.5,234,3,3616,8,9100,0,500,scratch_mlp,0.01
0.27551171464867785,2.4638641444384275,0.7434775641025642,0.00687099358974359,0.019831730769230768,2.057236714351481,0.03842147435897436,0.8586956521739131,0.7291666666666666,48,2,3616,8,9100,0,500,scratch_mlp,0.02
0.2593901431800396,1.6028013632109008,0.6220470935314686,0.01877003205128205,0.053906249999999996,1.608103558460934,0.08567708333333333,0.17328431372549016,0.21450151057401812,662,3,3616,8,9100,0,2000,ridge_direct,0.005
0.2593901431800396,1.6028013632109008,0.6220470935314686,0.012379807692307693,0.02514022435897436,1.9575703553732946,0.06420272435897437,0.3588572124756335,0.3418803418803419,234,3,3616,8,9100,0,2000,ridge_direct,0.01
0.2593901431800396,1.6028013632109008,0.6220470935314686,0.004266826923076923,0.012019230769230768,2.256513967894021,0.03657852564102564,0.717391304347826,0.4583333333333333,48,2,3616,8,9100,0,2000,ridge_direct,0.02
0.10349753094814895,0.17267461360633468,0.4195702214452215,0.0018229166666666667,0.004427083333333333,2.6176341922827713,0.04987980769230769,0.03130252100840336,0.021148036253776436,662,3,3616,8,9100,0,2000,lgbm_direct,0.005
