q_log10,rmse_log,coverage_event_equal,p_false_safe,p_false_safe_u95,beta_fs_cons,p_false_unsafe,conditional_miss_event_mean,conditional_miss_pooled,n_unsafe_rows,n_events_with_unsafe,n_test_rows,n_test_events,partition_seed,rep,N,model,threshold_idr
0.29280564538748033,0.43993306374566116,0.4663414031620553,0.004959239130434783,0.011480978260869565,2.2740670321563337,0.1766191123188406,0.08129744651483782,0.0738255033557047,298,3,2992,8,20260613,0,500,ridge_direct,0.005
0.29280564538748033,0.43993306374566116,0.4663414031620553,0.0020097373188405795,0.004670516304347826,2.599313849358932,0.11068274456521739,0.1402116402116402,0.09782608695652174,92,3,2992,8,20260613,0,500,ridge_direct,0.01
0.29280564538748033,0.43993306374566116,0.4663414031620553,0.0,0.0,5.9978070150076865,0.05588201992753623,,,0,0,2992,8,20260613,0,500,ridge_direct,0.02
0.1565584874499777,0.17113880631898556,0.6507395627470356,0.0030230978260869564,0.006148097826086957,2.503527982542331,0.04585031702898551,0.07573038877386704,0.06711409395973154,298,3,2992,8,20260613,0,500,lgbm_direct,0.005
0.1565584874499777,0.17113880631898556,0.6507395627470356,0.0034420289855072463,0.006159420289855072,2.502876833679109,0.013926630434782608,0.27628249367379804,0.21739130434782608,92,3,2992,8,20260613,0,500,lgbm_direct,0.01
0.1565584874499777,0.17113880631898556,0.6507395627470356,0.0,0.0,5.9978070150076865,0.008831521739130434,,,0,0,2992,8,20260613,0,500,lgbm_direct,0.02
0.1381566599079247,0.16868662019366018,0.5741590497364955,0.004381793478260869,0.008457880434782608,2.388533612929574,0.03497509057971015,0.08539222452265931,0.08053691275167785,298,3,2992,8,20260613,0,500,xgb_direct,0.005
0.1381566599079247,0.16868662019366018,0.5741590497364955,0.008389945652173911,0.016996716485507234,2.120149578951476,0.012228260869565218,0.5967333793420749,0.6304347826086957,92,3,2992,8,20260613,0,500,xgb_direct,0.01
0.1381566599079247,0.16868662019366018,0.5741590497364955,0.0,0.0,5.9978070150076865,0.006453804347826087,,,0,0,2992,8,20260613,0,500,xgb_direct,0.02
0.30975505592525243,1.163367434604361,0.6215517951251647,0.015268342391304347,0.036328125,1.7949839948942408,0.0502151268115942,0.3930986887508627,0.35570469798657717,298,3,2992,8,20260613,0,500,scratch_mlp,0.005
0.30975505592525243,1.163367434604361,0.6215517951251647,0.005989583333333334,0.017968750000000002,2.0976338780909223,0.046999547101449275,0.3333333333333333,0.5,92,3,2992,8,20260613,0,500,scratch_mlp,0.01
0.30975505592525243,1.163367434604361,0.6215517951251647,0.0,0.0,5.9978070150076865,0.022933650362318838,,,0,0,2992,8,20260613,0,500,scratch_mlp,0.02
0.29152578038732546,0.44541707966270455,0.5090780426548089,0.006317934782608696,0.014266304347826088,2.1898845782562244,0.17150701992753625,0.09095928226363009,0.087248322147651,298,3,2992,8,20260613,0,2000,ridge_direct,0.005
0.29152578038732546,0.44541707966270455,0.5090780426548089,0.0016191123188405796,0.004076086956521739,2.645701413211112,0.11154325181159419,0.08465608465608465,0.06521739130434782,92,3,2992,8,20260613,0,2000,ridge_direct,0.01
0.29152578038732546,0.44541707966270455,0.5090780426548089,0.0,0.0,5.9978070150076865,0.05314198369565217,,,0,0,2992,8,20260613,0,2000,ridge_direct,0.02
0.12323076123994525,0.1588765405711675,0.5675714344532279,0.00078125,0.0023437500000000003,2.8277595484479914,0.04980751811594203,0.022222222222222223,0.020134228187919462,298,3,2992,8,20260613,0,2000,lgbm_direct,0.005
0.12323076123994525,0.1588765405711675,0.5675714344532279,0.005264945652173913,0.01015625,2.3205248912297582,0.014945652173913044,0.3326432022084196,0.3695652173913043,92,3,2992,8,20260613,0,2000,lgbm_direct,0.01
0.12323076123994525,0.1588765405711675,0.5675714344532279,0.0,0.0,5.9978070150076865,0.008152173913043478,,,0,0,2992,8,20260613,0,2000,lgbm_direct,0.02
0.11312710192560926,0.15873952556191517,0.525295928030303,0.0018229166666666667,0.00390625,2.6600674686174592,0.038598278985507245,0.06031746031746032,0.04697986577181208,298,3,2992,8,20260613,0,2000,xgb_direct,0.005
0.11312710192560926,0.15873952556191517,0.525295928030303,0.002921195652173913,0.005434782608695652,2.5468644273080785,0.01682518115942029,0.20220841959972394,0.17391304347826086,92,3,2992,8,20260613,0,2000,xgb_direct,0.01
0.11312710192560926,0.15873952556191517,0.525295928030303,0.0,0.0,5.9978070150076865,0.006793478260869565,,,0,0,2992,8,20260613,0,2000,xgb_direct,0.02
0.22912923174234257,0.44981924971342313,0.693945055171278,0.010054347826086956,0.027632472826086954,1.916787405320133,0.06848392210144928,0.274672187715666,0.2483221476510067,298,3,2992,8,20260613,0,2000,scratch_mlp,0.005
0.22912923174234257,0.44981924971342313,0.693945055171278,0.006538722826086956,0.01705729166666667,2.118714722897713,0.03594882246376811,0.37244076374511154,0.5108695652173914,92,3,2992,8,20260613,0,2000,scratch_mlp,0.01
0.22912923174234257,0.44981924971342313,0.693945055171278,0.0,0.0,5.9978070150076865,0.01193953804347826,,,0,0,2992,8,20260613,0,2000,scratch_mlp,0.02
0.28214621558787867,0.4491123349295248,0.42028573781291173,0.009556159420289855,0.022418478260869568,2.0061808474878147,0.17197690217391307,0.12933057280883367,0.12751677852348994,298,3,2992,8,20260613,1,500,ridge_direct,0.005
0.28214621558787867,0.4491123349295248,0.42028573781291173,0.0018795289855072462,0.004596920289855072,2.6047608558270796,0.1035439311594203,0.12169312169312169,0.08695652173913043,92,3,2992,8,20260613,1,500,ridge_direct,0.01
0.28214621558787867,0.4491123349295248,0.42028573781291173,0.0,0.0,5.9978070150076865,0.051177536231884056,,,0,0,2992,8,20260613,1,500,ridge_direct,0.02
0.18663429821775201,0.16854268807438946,0.7122967103096179,0.006465126811594203,0.01171875,2.2662268092096522,0.03502038043478261,0.153117092247527,0.1342281879194631,298,3,2992,8,20260613,1,500,lgbm_direct,0.005
0.18663429821775201,0.16854268807438946,0.7122967103096179,0.003125,0.007031249999999999,2.455662903635565,0.021422101449275362,0.24154589371980675,0.2608695652173913,92,3,2992,8,20260613,1,500,lgbm_direct,0.01
0.18663429821775201,0.16854268807438946,0.7122967103096179,0.0,0.0,5.9978070150076865,0.016304347826086956,,,0,0,2992,8,20260613,1,500,lgbm_direct,0.02
0.17661292860729683,0.17702932135273294,0.6906944787549407,0.0056272644927536225,0.011254528985507245,2.281666150627766,0.03449954710144927,0.15827007131354956,0.1342281879194631,298,3,2992,8,20260613,1,500,xgb_direct,0.005
0.17661292860729683,0.17702932135273294,0.6906944787549407,0.00474411231884058,0.009171195652173912,2.3586328860717605,0.021105072463768117,0.3036576949620428,0.32608695652173914,92,3,2992,8,20260613,1,500,xgb_direct,0.01
0.17661292860729683,0.17702932135273294,0.6906944787549407,0.0,0.0,5.9978070150076865,0.01154891304347826,,,0,0,2992,8,20260613,1,500,xgb_direct,0.02
0.3024634003536719,0.90773123490425,0.6779350914031621,0.01492866847826087,0.036328125,1.7949839948942408,0.05527626811594203,0.3906832298136646,0.3523489932885906,298,3,2992,8,20260613,1,500,scratch_mlp,0.005
0.3024634003536719,0.90773123490425,0.6779350914031621,0.00625,0.017968750000000002,2.0976338780909223,0.04771286231884058,0.3703703703703704,0.5217391304347826,92,3,2992,8,20260613,1,500,scratch_mlp,0.01
0.3024634003536719,0.90773123490425,0.6779350914031621,0.0,0.0,5.9978070150076865,0.01930480072463768,,,0,0,2992,8,20260613,1,500,scratch_mlp,0.02
0.3169477131919023,0.44620434508332,0.5321213150527009,0.0016700634057971015,0.0037081068840579706,2.6775529124589923,0.18294836956521737,0.031055900621118012,0.026845637583892617,298,3,2992,8,20260613,1,2000,ridge_direct,0.005
0.3169477131919023,0.44620434508332,0.5321213150527009,0.0016191123188405796,0.004076086956521739,2.645701413211112,0.11896512681159419,0.08465608465608465,0.06521739130434782,92,3,2992,8,20260613,1,2000,ridge_direct,0.01
0.3169477131919023,0.44620434508332,0.5321213150527009,0.0,0.0,5.9978070150076865,0.05605751811594203,,,0,0,2992,8,20260613,1,2000,ridge_direct,0.02
0.1269269475317416,0.15872308822745274,0.5646646492094862,0.0005208333333333333,0.0015625,2.955166847497838,0.05288722826086957,0.014814814814814815,0.013422818791946308,298,3,2992,8,20260613,1,2000,lgbm_direct,0.005
0.1269269475317416,0.15872308822745274,0.5646646492094862,0.00552536231884058,0.011514945652173914,2.2729384170207,0.012228260869565218,0.347135955831608,0.391304347826087,92,3,2992,8,20260613,1,2000,lgbm_direct,0.01
0.1269269475317416,0.15872308822745274,0.5646646492094862,0.0,0.0,5.9978070150076865,0.008152173913043478,,,0,0,2992,8,20260613,1,2000,lgbm_direct,0.02
0.11206996580460293,0.16212246723613297,0.5279247982542818,0.0010416666666666667,0.0020833333333333333,2.8652602385321324,0.05048686594202899,0.033862433862433865,0.026845637583892617,298,3,2992,8,20260613,1,2000,xgb_direct,0.005
0.11206996580460293,0.16212246723613297,0.5279247982542818,0.006046195652173913,0.011540987318840557,2.2720751019525416,0.009510869565217392,0.42121002990568207,0.43478260869565216,92,3,2992,8,20260613,1,2000,xgb_direct,0.01
0.11206996580460293,0.16212246723613297,0.5279247982542818,0.0,0.0,5.9978070150076865,0.006793478260869565,,,0,0,2992,8,20260613,1,2000,xgb_direct,0.02
0.2597435815983635,0.4668331567401005,0.7246968667654808,0.013230298913043477,0.03515625,1.8098922384806082,0.0525588768115942,0.37860593512767426,0.33557046979865773,298,3,2992,8,20260613,1,2000,scratch_mlp,0.005
0.2597435815983635,0.4668331567401005,0.7246968667654808,0.006380208333333334,0.017968750000000002,2.0976338780909223,0.03013473731884058,0.3888888888888889,0.532608695652174,92,3,2992,8,20260613,1,2000,scratch_mlp,0.01
