protocol,model,model_label,threshold_idr,cost_ratio_false_safe,event_count,true_exceed_rate,false_safe_rate,false_unsafe_rate,expected_loss
main event-held-out,xgb_direct,XGB direct,0.015,1,186,0.015793010752688172,0.0033938172043010756,0.034509408602150536,0.03790322580645162
main event-held-out,xgb_direct,XGB direct,0.015,2,186,0.015793010752688172,0.0033938172043010756,0.034509408602150536,0.04129704301075268
main event-held-out,lgbm_direct,LGBM direct,0.015,5,186,0.015793010752688172,0.0016801075268817205,0.0394489247311828,0.04784946236559139
main event-held-out,lgbm_direct,LGBM direct,0.015,10,186,0.015793010752688172,0.0016801075268817205,0.0394489247311828,0.05625
main event-held-out,ridge_direct,Ridge direct,0.015,25,186,0.015793010752688172,0.0003024193548387097,0.06448252688172043,0.07204301075268818
main event-held-out,ridge_direct,Ridge direct,0.015,50,186,0.015793010752688172,0.0003024193548387097,0.06448252688172043,0.07960349462365592
main event-held-out,ridge_direct,Ridge direct,0.015,100,186,0.015793010752688172,0.0003024193548387097,0.06448252688172043,0.09472446236559139
main event-held-out,hgb_direct,HGB direct,0.02,1,186,0.005376344086021506,0.001646505376344086,0.013844086021505378,0.015490591397849463
main event-held-out,hgb_direct,HGB direct,0.02,2,186,0.005376344086021506,0.001646505376344086,0.013844086021505378,0.01713709677419355
main event-held-out,lgbm_direct,LGBM direct,0.02,5,186,0.005376344086021506,0.0015120967741935483,0.014381720430107528,0.02194220430107527
main event-held-out,lgbm_direct,LGBM direct,0.02,10,186,0.005376344086021506,0.0015120967741935483,0.014381720430107528,0.02950268817204301
main event-held-out,lgbm_direct,LGBM direct,0.02,25,186,0.005376344086021506,0.0015120967741935483,0.014381720430107528,0.05218413978494623
main event-held-out,ridge_direct,Ridge direct,0.02,50,186,0.005376344086021506,0.0,0.05231854838709677,0.05231854838709677
main event-held-out,ridge_direct,Ridge direct,0.02,100,186,0.005376344086021506,0.0,0.05231854838709677,0.05231854838709677
main event-held-out,lgbm_direct,LGBM direct,0.03,1,186,0.0013440860215053765,0.0012096774193548388,0.00114247311827957,0.0023521505376344087
main event-held-out,hgb_direct,HGB direct,0.03,2,186,0.0013440860215053765,0.0009408602150537634,0.001646505376344086,0.0035282258064516124
main event-held-out,hgb_direct,HGB direct,0.03,5,186,0.0013440860215053765,0.0009408602150537634,0.001646505376344086,0.006350806451612903
main event-held-out,hgb_direct,HGB direct,0.03,10,186,0.0013440860215053765,0.0009408602150537634,0.001646505376344086,0.011055107526881722
main event-held-out,xgb_direct,XGB direct,0.03,25,186,0.0013440860215053765,0.0008064516129032258,0.004838709677419354,0.025
main event-held-out,pretrained_finetune,MLP finetune,0.03,50,186,0.0013440860215053765,0.0,0.02842741935483871,0.02842741935483871
main event-held-out,pretrained_finetune,MLP finetune,0.03,100,186,0.0013440860215053765,0.0,0.02842741935483871,0.02842741935483871
main event-held-out,hgb_direct,HGB direct,0.04,1,186,0.0003360215053763441,0.0003360215053763441,0.0,0.0003360215053763441
main event-held-out,hgb_direct,HGB direct,0.04,2,186,0.0003360215053763441,0.0003360215053763441,0.0,0.0006720430107526882
main event-held-out,hgb_direct,HGB direct,0.04,5,186,0.0003360215053763441,0.0003360215053763441,0.0,0.0016801075268817205
main event-held-out,hgb_direct,HGB direct,0.04,10,186,0.0003360215053763441,0.0003360215053763441,0.0,0.003360215053763441
main event-held-out,xgb_direct,XGB direct,0.04,25,186,0.0003360215053763441,0.00026881720430107527,0.0013440860215053765,0.008064516129032258
main event-held-out,xgb_direct,XGB direct,0.04,50,186,0.0003360215053763441,0.00026881720430107527,0.0013440860215053765,0.01478494623655914
