p_false_safe,p_false_safe_upper95,beta_false_safe,beta_false_safe_cons,p_false_unsafe,p_false_unsafe_upper95,rmse_log,q_value_log,event_count,test_rows,analysis,model,model_label,target_label_budget,rep,interval_level
0.0,0.0,5.9978070150076865,5.9978070150076865,0.17680027173913043,0.32133152173913043,0.6212023971167564,0.2954137222447568,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,250,4,0.9
0.0006793478260869565,0.0020380434782608695,3.203284752357333,2.872212562724687,0.10050384963768115,0.196875,0.3735699819835784,0.2935454704113396,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,250,5,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.10341938405797102,0.20683876811594204,0.41226057304421937,0.2995508914431615,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,250,6,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.07583786231884057,0.1609375,0.3781088399796973,0.2659780857242535,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,250,7,0.9
0.001749320652173913,0.004076086956521739,2.920148942452821,2.645701413211112,0.15061141304347828,0.29427083333333337,0.5793875725130531,0.2872681418166198,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,250,8,0.9
0.0006000905797101449,0.0012794384057971014,3.2388370617337943,3.016290849381997,0.13232563405797101,0.2638020833333333,0.47311813437325945,0.3374250639225189,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,250,9,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.14995471014492753,0.296875,0.5832462834997743,0.3022641600422986,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,500,0,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.14526721014492752,0.29140625,0.54928186426827,0.3057036140709961,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,500,1,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.0666213768115942,0.14578804347826085,0.3418667729717261,0.3125089156669194,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,500,2,0.9
0.0009397644927536231,0.0020380434782608695,3.1086363492414915,2.872212562724687,0.16180366847826086,0.31419270833333335,0.6105739097681545,0.3294926196254439,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,500,3,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.09070991847826086,0.1959527853260868,0.38592648572978616,0.323584345943726,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,500,4,0.9
0.0,0.0,5.9978070150076865,5.9978070150076865,0.11931612318840579,0.2265625,0.41977971030226674,0.3246908708835954,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,500,5,0.9
0.0008095561594202898,0.0020380434782608695,3.1524415522447726,2.872212562724687,0.12895720108695652,0.244140625,0.4444227567968997,0.325755589194507,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,500,6,0.9
0.0016191123188405796,0.004076086956521739,2.944169628560668,2.645701413211112,0.13589221014492753,0.25581408514492754,0.5099788429736206,0.306912490616666,8,2992,true event-disjoint target-label budget,ridge_direct,Ridge direct,500,7,0.9
